Numero troncon;Num Noeud Origine;Num Noeud Destination;Type BPR;LONG (km);CAPATI (veh/h);V0TI (km/h)
0;36130746;648626013;1;5,303102;4800;120
1;36130744;36130746;1;0,687775;4800;120
2;276335333;36130746;1;0,789359;4800;120
3;36133363;355284662;1;10,060329;4800;120
4;36133365;36133363;1;0,671285;4800;120
5;276335333;36133363;1;0,446137;4800;120
6;36133365;276335948;1;0,485425;4800;70
7;648626011;36133365;1;4,943983;4800;120
8;293921932;258598992;1;0,055981;3000;120
9;258598992;293921932;1;0,055981;3000;120
10;1522440164;258598992;1;0,089928;3000;120
11;258598992;1522440164;1;0,089928;3000;120
12;1143005860;276327733;1;0,049826;3000;120
13;276327733;1143005860;1;0,049826;3000;120
14;1116345735;276327733;1;0,163289;3000;120
15;276327733;1116345735;1;0,163289;3000;120
16;1143005921;276327733;1;0,082356;3000;120
17;1722382115;276327734;1;1,648794;3000;120
18;276327734;1722382115;1;1,648794;3000;120
19;276327734;1143005921;1;0,148419;3000;120
20;1143005860;276327734;1;0,103798;3000;120
21;276327734;1143005860;1;0,103798;3000;120
22;276329254;616655485;1;0,020043;3000;120
23;7580961759;276329254;1;0,004403;3000;120
24;276329260;7580961762;1;0,03013;3000;120
25;276329261;276329260;1;0,01261;3000;120
26;276329262;276329261;1;0,009889;3000;120
27;276329265;276329262;1;0,033626;3000;120
28;276329516;276329262;1;0,205083;3000;120
29;276329265;276329516;1;0,208755;3000;120
30;616655485;276329265;1;0,006185;3000;120
31;276329599;276329516;1;0,592029;3000;120
32;276329516;276329599;1;0,592029;3000;120
33;276329599;276329731;1;0,133266;3000;120
34;276329741;276329599;1;0,136304;3000;120
35;276329731;820326578;1;0,009706;3000;120
36;276329741;276329731;1;0,03088;3000;120
37;276329733;276329906;1;0,158314;3000;120
38;276329733;276329736;1;0,025644;3000;120
39;820326580;276329733;1;0,02115;3000;120
40;276329736;773386616;1;0,012618;3000;120
41;276329906;276329736;1;0,15741;3000;120
42;3472677942;276329741;1;0,015737;3000;120
43;825220798;276329906;1;0,195296;3000;120
44;276329906;825220798;1;0,195296;3000;120
45;7635726047;276330481;1;0,33457;3000;120
46;276330481;7635726047;1;0,33457;3000;120
47;1523402300;276330481;1;0,308447;3000;120
48;276330481;1523402300;1;0,308447;3000;120
49;276331046;7616534179;1;0,050342;3000;120
50;1375768793;276331046;1;0,546179;3000;120
51;276331046;1375768793;1;0,546179;3000;120
52;1697654658;276331046;1;0,0499;3000;120
53;276333655;583358042;1;0,737717;3000;120
54;4613645483;276333655;1;0,670502;3000;120
55;276334018;583357077;1;0,736711;3000;120
56;276333665;276334018;1;0,336112;3000;70
57;1891439684;278911405;3;0,766003;2000;80
58;278911405;1891439684;3;0,766003;2000;80
59;278911407;278911405;3;0,046617;2000;70
60;278911405;278911407;3;0,046617;2000;70
61;1626516241;278911405;3;0,230232;2000;30
62;278911405;1626516241;3;0,230232;2000;30
63;1638042153;278911407;3;0,790042;2000;70
64;278911407;1638042153;3;0,790042;2000;70
65;279090633;279090631;3;1,759264;2000;70
66;279090631;279090633;3;1,759264;2000;70
67;7674655443;279090631;3;0,018216;2000;70
68;279090631;7674655443;3;0,018216;2000;70
69;7674655448;279090631;3;0,041439;2000;70
70;1867293479;279090633;3;0,017703;2000;70
71;279090633;1867293479;3;0,017703;2000;70
72;279090633;1867293474;3;0,029478;2000;70
73;1867293973;279090638;3;0,03727;2000;70
74;279090638;1867293973;3;0,03727;2000;70
75;1867293981;279090638;3;0,045406;2000;70
76;279090638;1867293981;3;0,045406;2000;70
77;1867293904;279090638;3;0,037225;2000;70
78;279090638;1867293904;3;0,037225;2000;70
79;1867294014;279090639;3;0,060905;2000;70
80;279090639;1867294014;3;0,060905;2000;70
81;1867293981;279090639;3;0,031091;2000;70
82;279090639;1867293981;3;0,031091;2000;70
83;1867294063;279090640;3;0,019101;2000;70
84;279090640;1867294063;3;0,019101;2000;70
85;1867294058;279090640;3;0,020746;2000;70
86;279090640;1867294058;3;0,020746;2000;70
87;279090641;279090640;3;0,027225;2000;70
88;279090640;279090641;3;0,027225;2000;70
89;279090640;1867294088;3;0,11076;2000;70
90;1867294168;279090641;3;0,224106;2000;70
91;279090641;1867294168;3;0,224106;2000;70
92;1867293973;279090661;3;0,066145;2000;70
93;279090661;1867293973;3;0,066145;2000;70
94;1867293997;279090661;3;0,01271;2000;70
95;279090661;1867293997;3;0,01271;2000;70
96;1867294031;279090692;3;0,111254;2000;70
97;279090692;1867294031;3;0,111254;2000;70
98;1867294024;279090692;3;0,098311;2000;70
99;279090692;1867294024;3;0,098311;2000;70
100;279090695;6535796539;3;0,023659;2000;70
101;1113596068;279090695;3;0,16537;2000;70
102;279090695;1113596068;3;0,16537;2000;70
103;1867294032;279090695;3;0,019252;2000;70
104;2952321192;279090702;3;3,236524;2000;70
105;279090702;2952321192;3;3,236524;2000;70
106;1802232616;279090702;3;0,316977;2000;70
107;279090702;1802232616;3;0,316977;2000;70
108;3773577882;279090709;3;0,013569;2000;70
109;279090709;3773577882;3;0,013569;2000;70
110;2952321192;279090709;3;0,629285;2000;70
111;279090709;2952321192;3;0,629285;2000;70
112;7674655443;279091209;3;5,412769;2000;70
113;279091209;7674655443;3;5,412769;2000;70
114;564732916;279092372;3;0,138944;2000;70
115;279092372;564732916;3;0,138944;2000;70
116;6223117304;279092372;3;0,070053;2000;70
117;279092372;6223117304;3;0,070053;2000;70
118;1871827306;279092372;3;0,226862;2000;30
119;279092372;1871827306;3;0,226862;2000;30
120;1871827367;279092372;3;0,069035;2000;70
121;279092372;1871827367;3;0,069035;2000;70
122;1871827306;279092374;3;0,007959;2000;70
123;279092374;1871827306;3;0,007959;2000;70
124;6216052079;279092374;3;0,102845;2000;70
125;279092374;6216052079;3;0,102845;2000;70
126;7549219204;279092375;3;0,168258;2000;70
127;279092375;7549219204;3;0,168258;2000;70
128;7549202132;279092375;3;0,034637;2000;70
129;279092375;7549202132;3;0,034637;2000;70
130;279092377;1871333842;3;0,024393;2000;70
131;1871333772;279092377;3;0,175221;2000;70
132;279092377;1871333772;3;0,175221;2000;70
133;1871333837;279092377;3;0,023342;2000;70
134;279093266;676797584;3;0,068006;2000;70
135;4353095786;279093266;3;0,169063;2000;70
136;279093266;4353095786;3;0,169063;2000;70
137;676797617;279093266;3;0,054589;2000;70
138;279093268;676797592;3;0,035163;2000;70
139;676797584;279093268;3;0,012379;2000;70
140;821527983;279093274;3;0,076917;2000;70
141;279093274;821527983;3;0,076917;2000;70
142;676797658;279093274;3;0,107646;2000;70
143;279093274;676797658;3;0,107646;2000;70
144;676797614;279093274;3;0,263634;2000;70
145;279093274;676797614;3;0,263634;2000;70
146;7756328574;279094114;3;0,002514;2000;70
147;279094114;7756328574;3;0,002514;2000;70
148;815183775;279094114;3;0,024985;2000;70
149;279094114;815183775;3;0,024985;2000;70
150;6732428755;279094114;3;0,014721;2000;70
151;279094114;6732428755;3;0,014721;2000;70
152;815183954;279094116;3;0,220343;2000;70
153;279094116;815183954;3;0,220343;2000;70
154;815183731;279094116;3;0,111835;2000;70
155;279094116;815183731;3;0,111835;2000;70
156;8533401771;279094122;3;0,039778;2000;70
157;279094122;8533401771;3;0,039778;2000;70
158;2001607077;279094122;3;0,102566;2000;70
159;279094122;2001607077;3;0,102566;2000;70
160;9218596536;279094127;3;0,157251;2000;70
161;279094127;9218596536;3;0,157251;2000;70
162;1340222748;279094127;3;0,092908;2000;70
163;279094127;1340222748;3;0,092908;2000;70
164;320247128;279094129;3;1,197277;2000;70
165;279094129;320247128;3;1,197277;2000;70
166;3807710473;279094129;3;0,647686;2000;70
167;279094129;3807710473;3;0,647686;2000;70
168;9218596525;279094129;3;0,539737;2000;70
169;279094129;9218596525;3;0,539737;2000;70
170;404669099;279094129;3;1,553464;2000;70
171;279094129;404669099;3;1,553464;2000;70
172;4919298160;279094764;3;4,32016;2000;70
173;279094764;4919298160;3;4,32016;2000;70
174;1985501407;279094764;3;2,828984;2000;70
175;279094764;1985501407;3;2,828984;2000;70
176;1867596422;279094764;3;1,478021;2000;70
177;279094764;1867596422;3;1,478021;2000;70
178;3711419263;279094767;3;0,020041;2000;70
179;279094767;3711419263;3;0,020041;2000;70
180;8203480693;279094767;3;0,175898;2000;70
181;279094767;8203480693;3;0,175898;2000;70
182;1985501419;279094773;3;0,473759;2000;70
183;279094773;1985501419;3;0,473759;2000;70
184;3711419263;279094773;3;1,970223;2000;70
185;279094773;3711419263;3;1,970223;2000;70
186;3686503741;279094773;3;0,528688;2000;70
187;279094773;3686503741;3;0,528688;2000;70
188;3686503754;279094773;3;0,325582;2000;70
189;279094773;3686503754;3;0,325582;2000;70
190;2670438445;279976369;3;0,243475;2000;70
191;279976369;2670438445;3;0,243475;2000;70
192;5488648699;279976369;3;0,198235;2000;70
193;279976369;5488648699;3;0,198235;2000;70
194;8422174081;279976369;3;0,086763;2000;70
195;279976369;8422174081;3;0,086763;2000;70
196;736885202;279976402;3;0,849703;2000;70
197;279976402;736885202;3;0,849703;2000;70
198;564872756;279976402;3;5,445141;2000;70
199;279976402;564872756;3;5,445141;2000;70
200;1676186133;280208122;3;0,522422;2000;70
201;280208122;1676186133;3;0,522422;2000;70
202;5284546108;280208122;3;3,304596;2000;70
203;280208122;5284546108;3;3,304596;2000;70
204;1865985844;293921931;3;1,680987;3000;70
205;293921931;1865985844;3;1,680987;3000;70
206;5682231215;293921931;3;0,86257;3000;70
207;293921931;5682231215;3;0,86257;3000;70
208;5812226485;293921932;3;0,006318;3000;70
209;293921932;5812226485;3;0,006318;3000;70
210;1865985835;293921932;3;0,16972;2000;70
211;293921932;1865985835;3;0,16972;2000;70
212;320234645;320234567;3;0,87273;2000;70
213;320234567;320234645;3;0,87273;2000;70
214;3170204290;320234567;3;1,473091;2000;70
215;320234567;3170204290;3;1,473091;2000;70
216;320234514;320234567;3;0,460672;2000;70
217;320234567;320234514;3;0,460672;2000;70
218;320234689;320234645;3;0,504311;2000;70
219;320234645;320234689;3;0,504311;2000;70
220;320234737;320234689;3;0,44993;2000;70
221;320234689;320234737;3;0,44993;2000;70
222;320234750;320234737;3;0,104265;2000;70
223;320234737;320234750;3;0,104265;2000;70
224;899564482;320234750;3;0,402394;2000;70
225;320234750;899564482;3;0,402394;2000;70
226;1635369015;320234750;3;0,087687;2000;70
227;320234750;1635369015;3;0,087687;2000;70
228;1635369015;320246135;3;0,241436;2000;70
229;320246135;1635369015;3;0,241436;2000;70
230;320246135;320246137;3;0,018774;2000;70
231;320246141;320246135;3;0,016513;2000;70
232;899564482;320246137;3;0,308065;2000;70
233;320246137;899564482;3;0,308065;2000;70
234;320246137;320246138;3;0,058655;2000;70
235;320246138;320246140;3;0,033628;2000;70
236;320246151;320246140;3;0,299586;2000;70
237;320246140;320246151;3;0,299586;2000;70
238;320246140;320246141;3;0,056615;2000;70
239;320247128;320246151;3;1,176497;2000;70
240;320246151;320247128;3;1,176497;2000;70
241;1638042045;320247128;3;1,092978;2000;70
242;320247128;1638042045;3;1,092978;2000;70
243;1611006801;320247128;3;0,72619;2000;70
244;320247128;1611006801;3;0,72619;2000;70
245;1635377092;320344670;3;1,190885;2000;70
246;320344670;1635377092;3;1,190885;2000;70
247;1352304076;320344670;3;0,374837;2000;70
248;320344670;1352304076;3;0,374837;2000;70
249;1340222673;320344670;3;1,518796;2000;70
250;320344670;1340222673;3;1,518796;2000;70
251;899564482;320344670;3;1,096194;2000;70
252;320344670;899564482;3;1,096194;2000;70
253;1340222710;320344742;3;0,369978;2000;70
254;320344742;1340222710;3;0,369978;2000;70
255;320344744;320344742;3;0,348593;2000;70
256;320344742;320344744;3;0,348593;2000;70
257;1636256408;320344742;3;0,09435;2000;70
258;320344742;1636256408;3;0,09435;2000;70
259;6449100881;320344744;3;0,365423;2000;70
260;320344744;6449100881;3;0,365423;2000;70
261;8533365595;360375923;3;0,761185;2000;70
262;360375923;8533365595;3;0,761185;2000;70
263;1340222748;360375923;3;0,47902;2000;70
264;360375923;1340222748;3;0,47902;2000;70
265;1698553960;365356940;3;0,107584;3000;70
266;365356940;1698553960;3;0,107584;3000;70
267;365356940;365356953;3;0,061625;3000;70
268;365357480;365356940;3;0,063594;3000;70
269;365357812;365357975;3;0,058448;3000;70
270;616655521;365357812;3;0,161937;3000;70
271;365357812;616655521;3;0,161937;3000;70
272;2328455115;365357812;3;0,056875;3000;70
273;365357959;365358188;3;0,05524;3000;70
274;365357959;2328455125;3;0,019894;3000;70
275;3472668967;365357959;3;0,004421;3000;70
276;365357967;616655527;3;0,029889;2000;70
277;365357967;365357971;3;0,020493;3000;70
278;2328455125;365357967;3;0,0051;3000;70
279;365357971;2328455115;3;0,007682;3000;70
280;616655527;365357971;3;0,02723;2000;70
281;365357975;365357978;3;0,009786;3000;70
282;2328455115;365357975;3;0,017829;3000;70
283;365357978;3472668967;3;0,01811;3000;70
284;365358188;2328455125;3;0,056558;3000;70
285;7618409310;365358188;3;0,445318;3000;70
286;365358188;7618409310;3;0,445318;3000;70
287;365358204;820326580;3;0,048178;3000;70
288;7618409305;365358204;3;0,084551;3000;70
289;365358204;7618409305;3;0,084551;3000;70
290;820326578;365358204;3;0,039772;3000;70
291;4344953212;403584722;3;0,019663;2000;70
292;403584722;4344953212;3;0,019663;2000;70
293;403584724;403584722;3;0,041267;2000;70
294;403584722;403584724;3;0,041267;2000;70
295;4344953203;403584724;3;0,010723;2000;70
296;403584724;4344953203;3;0,010723;2000;70
297;5897253560;403584726;3;0,02766;2000;70
298;403584726;5897253560;3;0,02766;2000;70
299;2506499704;403584726;3;0,075157;2000;70
300;403584726;2506499704;3;0,075157;2000;70
301;403584747;403584743;3;0,337287;2000;70
302;403584743;403584747;3;0,337287;2000;70
303;2506499704;403584743;3;0,231147;2000;70
304;403584743;2506499704;3;0,231147;2000;70
305;4353089742;403584747;3;7,711053;2000;70
306;403584747;4353089742;3;7,711053;2000;70
307;2952340324;403584777;3;2,596909;2000;70
308;403584777;2952340324;3;2,596909;2000;70
309;7674552112;403584777;3;3,771189;2000;70
310;403584777;7674552112;3;3,771189;2000;70
311;2463347168;403584777;3;0,613601;2000;70
312;403584777;2463347168;3;0,613601;2000;70
313;5630107977;410564024;3;3,274242;2000;70
314;410564024;5630107977;3;3,274242;2000;70
315;773401311;410564024;3;0,083311;2000;70
316;410564024;773401311;3;0,083311;2000;70
317;1322486714;410564024;3;1,096173;2000;70
318;410564024;1322486714;3;1,096173;2000;70
319;5630107977;410564066;3;0,008236;2000;70
320;410564066;5630107977;3;0,008236;2000;70
321;3041782629;410564066;3;0,809935;2000;70
322;410564066;3041782629;3;0,809935;2000;70
323;4344953084;410564097;3;0,067158;2000;70
324;410564097;4344953084;3;0,067158;2000;70
325;4353095716;410564097;3;0,007527;2000;70
326;410564097;4353095716;3;0,007527;2000;70
327;4344953203;410564097;3;0,068709;2000;70
328;410564097;4344953203;3;0,068709;2000;70
329;6704067369;410564148;3;0,017112;2000;70
330;410564148;6704067369;3;0,017112;2000;70
331;2990078364;410564148;3;0,067491;2000;70
332;410564148;2990078364;3;0,067491;2000;70
333;1802232218;410564148;3;0,123927;2000;70
334;410564148;1802232218;3;0,123927;2000;70
335;9218596556;410564194;3;0,085678;2000;70
336;410564194;9218596556;3;0,085678;2000;70
337;2990078389;410564194;3;1,401915;2000;70
338;410564194;2990078389;3;1,401915;2000;70
339;5257708882;410564194;3;0,113949;2000;70
340;410564194;5257708882;3;0,113949;2000;70
341;2523235924;410564226;3;0,994123;2000;70
342;410564226;2523235924;3;0,994123;2000;70
343;773401312;410564226;3;4,723947;2000;70
344;410564226;773401312;3;4,723947;2000;70
345;3674811136;410564226;3;0,512459;2000;70
346;410564226;3674811136;3;0,512459;2000;70
347;410564268;410564260;3;0,183622;2000;70
348;410564260;410564268;3;0,183622;2000;70
349;773401245;410564260;3;6,069811;2000;70
350;410564260;773401245;3;6,069811;2000;70
351;7563727050;410564260;3;0,585494;2000;70
352;410564260;7563727050;3;0,585494;2000;70
353;831551503;410564268;3;2,302035;2000;70
354;410564268;831551503;3;2,302035;2000;70
355;5520709543;410568317;3;1,707014;2000;70
356;410568317;5520709543;3;1,707014;2000;70
357;1626516268;410568317;3;0,615764;2000;70
358;410568317;1626516268;3;0,615764;2000;70
359;1375549552;410568454;3;0,415661;2000;70
360;410568454;1375549552;3;0,415661;2000;70
361;6718689028;410568454;3;0,041387;2000;70
362;410568454;6718689028;3;0,041387;2000;70
363;1626516268;410568463;3;0,482532;2000;70
364;410568463;1626516268;3;0,482532;2000;70
365;1638042045;410568463;3;1,131761;2000;70
366;410568463;1638042045;3;1,131761;2000;70
367;6718689028;410568463;3;1,261718;2000;70
368;410568463;6718689028;3;1,261718;2000;70
369;1636256408;433739132;3;0,097167;2000;70
370;433739132;1636256408;3;0,097167;2000;70
371;816546024;433739132;3;0,254766;2000;70
372;433739132;816546024;3;0,254766;2000;70
373;433739296;433739132;3;0,249407;2000;70
374;433739132;433739296;3;0,249407;2000;70
375;347462324;457556964;3;0,360719;2000;70
376;457556964;347462324;3;0,360719;2000;70
377;457557079;457556964;3;0,384367;2000;70
378;457556964;457557079;3;0,384367;2000;70
379;6687548370;521762431;3;0,055484;2000;70
380;521762431;6687548370;3;0,055484;2000;70
381;3041782827;521762431;3;0,116821;2000;70
382;521762431;3041782827;3;0,116821;2000;70
383;815183900;521762431;3;0,319526;2000;70
384;521762431;815183900;3;0,319526;2000;70
385;3041782827;521762501;3;0,018472;2000;70
386;521762501;3041782827;3;0,018472;2000;70
387;3041782828;521762501;3;0,119724;2000;70
388;521762501;3041782828;3;0,119724;2000;70
389;6598558216;521762546;3;0,016272;2000;70
390;521762546;6598558216;3;0,016272;2000;70
391;1599738619;521762546;3;0,427934;2000;70
392;521762546;1599738619;3;0,427934;2000;70
393;3991921977;521762546;3;0,17687;2000;70
394;521762546;3991921977;3;0,17687;2000;70
395;7756328360;521762554;3;2,096835;2000;70
396;521762554;7756328360;3;2,096835;2000;70
397;521762554;6598558216;3;0,084838;2000;70
398;6598558216;521762554;3;0,084838;2000;70
399;3041783937;521792365;3;1,864575;2000;70
400;521792365;3041783937;3;1,864575;2000;70
401;815183729;521792365;3;0,137687;2000;70
402;521792365;815183729;3;0,137687;2000;70
403;7756328360;521792365;3;1,328706;2000;70
404;521792365;7756328360;3;1,328706;2000;70
405;1871333915;521792448;3;0,879001;2000;70
406;521792448;1871333915;3;0,879001;2000;70
407;521794538;521792448;3;0,198629;2000;70
408;521792448;521794538;3;0,198629;2000;70
409;3984365325;521792448;3;1,123962;2000;70
410;521792448;3984365325;3;1,123962;2000;70
411;521792494;521792458;3;2,400779;2000;70
412;521792458;521792494;3;2,400779;2000;70
413;3984365309;521792458;3;0,073326;2000;70
414;521792458;3984365309;3;0,073326;2000;70
415;3686503754;521792494;3;2,097134;2000;70
416;521792494;3686503754;3;2,097134;2000;70
417;3041783937;521792625;3;1,524859;2000;70
418;521792625;3041783937;3;1,524859;2000;70
419;4286200431;521792625;3;3,23353;2000;70
420;521792625;4286200431;3;3,23353;2000;70
421;3686503741;521792625;3;0,353894;2000;70
422;521792625;3686503741;3;0,353894;2000;70
423;3984365309;521794538;3;0,026954;2000;70
424;521794538;3984365309;3;0,026954;2000;70
425;4919298160;521794538;3;0,100374;2000;70
426;521794538;4919298160;3;0,100374;2000;70
427;2077293783;528022169;3;0,789495;2000;70
428;528022169;2077293783;3;0,789495;2000;70
429;2077293888;528022192;3;0,070077;2000;70
430;528022192;2077293888;3;0,070077;2000;70
431;2154760228;528022192;3;0,040482;2000;70
432;528022192;2154760228;3;0,040482;2000;70
433;2077293880;528022192;3;0,121824;2000;70
434;528022192;2077293880;3;0,121824;2000;70
435;2154760257;528022207;3;0,138283;2000;30
436;528022207;2154760257;3;0,138283;2000;30
437;1091772759;528022207;3;1,13079;2000;70
438;528022207;1091772759;3;1,13079;2000;70
439;557076387;557066211;3;0,639793;2000;70
440;557066211;557076387;3;0,639793;2000;70
441;544622503;557066211;3;0,248727;2000;70
442;557066211;544622503;3;0,248727;2000;70
443;583355231;557076387;3;0,158139;2000;70
444;557076387;583355231;3;0,158139;2000;70
445;1871332989;564732890;3;0,442379;2000;70
446;564732890;1871332989;3;0,442379;2000;70
447;6762136436;564732890;3;2,921707;2000;70
448;564732890;6762136436;3;2,921707;2000;70
449;564732900;564732899;3;0,043292;2000;70
450;564732899;564732900;3;0,043292;2000;70
451;8403114709;564732899;3;0,705123;2000;70
452;564732899;8403114709;3;0,705123;2000;70
453;2670438921;564732899;3;0,75568;2000;70
454;564732899;2670438921;3;0,75568;2000;70
455;564732939;564732900;3;4,27338;2000;70
456;564732900;564732939;3;4,27338;2000;70
457;7889900159;564732900;3;3,710765;2000;70
458;564732900;7889900159;3;3,710765;2000;70
459;7549202131;564732916;3;0,093847;2000;70
460;564732916;7549202131;3;0,093847;2000;70
461;1871827310;564732916;3;0,317968;2000;70
462;564732916;1871827310;3;0,317968;2000;70
463;6403000493;564732930;3;3,070436;2000;70
464;564732930;6403000493;3;3,070436;2000;70
465;1871827496;564732930;3;1,51996;2000;70
466;564732930;1871827496;3;1,51996;2000;70
467;1676185931;564732930;3;1,527288;2000;70
468;564732930;1676185931;3;1,527288;2000;70
469;564732938;564732940;3;0,061028;2000;70
470;1676186064;564732938;3;0,029985;2000;70
471;564732938;1676186064;3;0,029985;2000;70
472;1560366869;564732938;3;0,171889;2000;70
473;564732938;1560366869;3;0,171889;2000;70
474;1676186042;564732938;3;0,043838;2000;70
475;5859044590;564732939;3;0,095072;2000;70
476;564732939;5859044590;3;0,095072;2000;70
477;8426734710;564732940;3;0,021308;2000;70
478;564732940;8426734710;3;0,021308;2000;70
479;564732940;1676186064;3;0,03943;2000;70
480;1941486933;564732955;3;0,009316;2000;70
481;564732955;1941486933;3;0,009316;2000;70
482;1676185939;564732955;3;0,150636;2000;70
483;564732955;1676185939;3;0,150636;2000;70
484;564872774;564732961;3;0,83604;2000;70
485;564732961;564872774;3;0,83604;2000;70
486;2843494056;564732961;3;0,057159;2000;70
487;564732961;2843494056;3;0,057159;2000;70
488;2843494053;564732961;3;0,062692;2000;70
489;564732961;2843494053;3;0,062692;2000;70
490;2843494056;564732962;3;0,007367;2000;70
491;564732962;2843494056;3;0,007367;2000;70
492;7671904270;564732962;3;2,913157;2000;70
493;564732962;7671904270;3;2,913157;2000;70
494;1676186096;564732962;3;0,028133;2000;70
495;8403114709;564872756;3;3,159187;2000;70
496;564872756;8403114709;3;3,159187;2000;70
497;1871827136;564872756;3;0,59525;2000;70
498;564872756;1871827136;3;0,59525;2000;70
499;1871827151;564872756;3;0,848735;2000;70
500;564872756;1871827151;3;0,848735;2000;70
501;1676186064;564872767;3;0,046753;2000;70
502;564872767;1676186064;3;0,046753;2000;70
503;1676186012;564872767;3;0,145778;2000;70
504;564872767;1676186012;3;0,145778;2000;70
505;5859043884;564872767;3;0,3913;2000;70
506;564872767;5859043884;3;0,3913;2000;70
507;2670439558;564872770;3;5,432346;2000;70
508;564872770;2670439558;3;5,432346;2000;70
509;5859043884;564872770;3;0,3245;2000;70
510;564872770;5859043884;3;0,3245;2000;70
511;1676185996;564872774;3;0,160655;2000;70
512;564872774;1676185996;3;0,160655;2000;70
513;1941486933;564872774;3;0,203016;2000;70
514;564872774;1941486933;3;0,203016;2000;70
515;564872774;6403000412;3;0,028628;2000;70
516;6403000412;564872774;3;0,030208;2000;70
517;1375778104;583355231;3;1,034976;2000;70
518;583355231;1375778104;3;1,034976;2000;70
519;4734267036;583356666;3;0,130213;2000;70
520;583356666;4734267036;3;0,130213;2000;70
521;4734264607;583356666;3;0,458316;2000;70
522;583356666;4734264607;3;0,458316;2000;70
523;583357077;583357061;3;0,373705;2000;70
524;583357061;583357077;3;0,373705;2000;70
525;4734267025;583357061;3;0,943549;2000;70
526;583357061;4734267025;3;0,943549;2000;70
527;583357077;3261849355;3;1,348933;3000;70
528;583358042;276333641;3;0,333127;3000;70
529;616655508;616655493;3;0,019798;2000;70
530;616655493;616655508;3;0,019798;2000;70
531;616655525;616655493;3;0,345305;2000;70
532;616655493;616655525;3;0,345305;2000;70
533;2328422805;616655499;3;0,247492;2000;70
534;616655499;2328422805;3;0,247492;2000;70
535;6584104655;616655499;3;0,355668;2000;70
536;616655499;6584104655;3;0,355668;2000;70
537;616655509;616655508;3;0,115482;2000;70
538;616655508;616655509;3;0,115482;2000;70
539;6584104655;616655509;3;0,044797;2000;70
540;616655509;6584104655;3;0,044797;2000;70
541;1698553884;616655521;3;0,138745;3000;70
542;616655521;1698553884;3;0,138745;3000;70
543;616655527;616655525;3;0,077265;2000;70
544;616655525;616655527;3;0,077265;2000;70
545;1867596533;632589757;3;1,157076;2000;70
546;632589757;1867596533;3;1,157076;2000;70
547;1867596287;632589757;3;0,491482;2000;70
548;632589757;1867596287;3;0,491482;2000;70
549;1867596313;632589757;3;1,055929;2000;70
550;632589757;1867596313;3;1,055929;2000;70
551;6491983781;632589825;3;0,057335;2000;70
552;632589825;6491983781;3;0,057335;2000;70
553;6491983774;632589825;3;0,069943;2000;70
554;632589825;6491983774;3;0,069943;2000;70
555;1676214011;632589825;3;1,48759;2000;70
556;632589825;1676214011;3;1,48759;2000;70
557;7110272884;632589825;3;0,192417;2000;70
558;632589825;7110272884;3;0,192417;2000;70
559;6491983756;632589849;3;0,146914;2000;70
560;632589849;6491983756;3;0,146914;2000;70
561;632589867;632589849;3;0,806467;2000;70
562;632589849;632589867;3;0,806467;2000;70
563;1676214250;632589849;3;0,731806;2000;70
564;632589849;1676214250;3;0,731806;2000;70
565;1676214363;632589867;3;0,013185;2000;70
566;632589867;1676214363;3;0,013185;2000;70
567;632589867;1676214375;3;0,03267;2000;70
568;648625935;1286897326;1;18,598351;4800;120
569;1195217329;648625935;1;0,708927;4800;120
570;1195217562;648625935;1;0,491358;4800;120
571;648626013;648626065;1;0,57667;4800;120
572;648626013;648626112;1;0,738934;4800;120
573;676797592;821528033;3;0,079658;2000;70
574;676797614;7756328650;3;0,018222;2000;70
575;4353095752;676797614;3;0,015163;2000;70
576;7756328650;676797617;3;0,0875;2000;70
577;3041782563;676797658;3;1,010568;2000;70
578;676797658;3041782563;3;1,010568;2000;70
579;821527983;676797658;3;0,099038;2000;70
580;8010408262;736885202;3;1,68259;2000;70
581;736885202;8010408262;3;1,68259;2000;70
582;2670439460;736911652;3;0,014344;2000;70
583;736911652;2670439460;3;0,014344;2000;70
584;2670439376;736911652;3;0,951705;2000;80
585;736911652;2670439376;3;0,951705;2000;80
586;2670439466;736911652;3;0,039971;2000;70
587;773378701;773377876;3;0,095342;2000;70
588;773377876;773378701;3;0,095342;2000;70
589;1375768772;773377876;3;0,105721;2000;70
590;773377876;1375768772;3;0,105721;2000;70
591;4605275256;773377876;3;0,553859;2000;70
592;773377876;4605275256;3;0,553859;2000;70
593;773386663;773378042;3;2,21599;2000;70
594;773378042;773386663;3;2,21599;2000;70
595;773378088;773378042;3;0,030094;2000;70
596;773378042;773378088;3;0,030094;2000;70
597;1375768740;773378053;3;0,698041;2000;70
598;773378053;1375768740;3;0,698041;2000;70
599;1375768783;773378053;3;0,216192;2000;70
600;773378053;1375768783;3;0,216192;2000;70
601;2069571080;773378088;3;1,929914;2000;70
602;773378088;2069571080;3;1,929914;2000;70
603;1375768783;773378275;3;0,249076;2000;70
604;773378275;1375768783;3;0,249076;2000;70
605;4734264607;773378275;3;0,932532;2000;70
606;773378275;4734264607;3;0,932532;2000;70
607;4734264613;773378275;3;0,756044;2000;70
608;773378275;4734264613;3;0,756044;2000;70
609;2069571101;773378655;3;0,120815;2000;70
610;773378655;2069571101;3;0,120815;2000;70
611;3991936412;773378655;3;0,942321;2000;70
612;773378655;3991936412;3;0,942321;2000;70
