Numero troncon;Num Noeud Origine;Num Noeud Destination;Type BPR;LONG (km);CAPATI (veh/h);V0TI (km/h)
6033;278838958;287323293;3;0,13114;2000;70
6034;287303374;278839113;3;0,171517;2000;70
6035;278839113;287303374;3;0,171517;2000;70
6036;287297837;278839113;3;0,061108;2000;70
6037;278839113;287297837;3;0,061108;2000;70
6038;287323293;278839113;3;0,277285;2000;70
6039;278839113;287323293;3;0,277285;2000;70
6040;287303262;278839358;3;0,089789;2000;70
6041;278839358;287303262;3;0,089789;2000;70
6042;3048219932;278839358;3;0,353806;2000;70
6043;278839358;3048219932;3;0,353806;2000;70
6044;278840028;287410345;3;0,053676;2000;70
6045;287410599;278840028;3;0,058681;2000;70
6046;1672195073;278875859;3;0,653198;3000;80
6047;278875859;1672195073;3;0,653198;3000;80
6048;278875859;1654402962;3;0,061596;3000;70
6049;1654402963;278875859;3;0,059468;3000;70
6050;278909959;278909951;3;0,051352;2000;70
6051;278909951;278909959;3;0,051352;2000;70
6052;278909951;278909953;3;0,013861;2000;70
6053;278909958;278909951;3;0,022724;2000;70
6054;278909953;318180872;3;0,094389;2000;70
6055;278909953;278909955;3;0,013384;2000;70
6056;278909955;347464464;3;0,008758;2000;70
6057;347464274;278909955;3;0,130338;2000;70
6058;278909955;347464274;3;0,130338;2000;70
6059;347464464;278909958;3;0,021718;2000;70
6060;278909959;4602645584;3;0,016207;2000;70
6061;2780422672;278909959;3;0,014339;2000;70
6062;278909967;278909968;3;0,043433;2000;70
6063;4602645584;278909967;3;0,168824;2000;70
6064;278909968;318171185;3;0,021919;2000;70
6065;278909973;352728514;3;0,041767;2000;70
6066;839200629;278909973;3;0,100619;2000;70
6067;278909974;347465145;3;0,007456;2000;70
6068;352728467;278909974;3;0,048892;2000;70
6069;278909977;318171156;3;0,017744;2000;70
6070;318155011;278909977;3;0,004797;2000;70
6071;278910557;1451115712;3;0,022159;2000;70
6072;355652309;278910557;3;0,584381;2000;80
6073;278910557;355652309;3;0,584381;2000;80
6074;1451115746;278910557;3;0,018439;2000;70
6075;278910560;1451115746;3;0,008255;2000;70
6076;1451115694;278910560;3;0,027885;2000;70
6077;4353337249;278910560;3;0,01308;2000;70
6078;278912159;278912161;3;0,018032;2000;70
6079;1451115700;278912159;3;0,014476;2000;70
6080;1451115780;278912159;3;0,421595;2000;70
6081;278912161;8665795395;3;0,017579;2000;70
6082;278912161;278912168;3;0,034594;2000;70
6083;278912163;839163370;3;0,035906;2000;70
6084;838950124;278912163;3;0,191918;2000;70
6085;278912163;838950124;3;0,191918;2000;70
6086;8665795395;278912163;3;0,01757;2000;70
6087;355651966;278912168;3;0,298057;2000;70
6088;278912168;355651966;3;0,298057;2000;70
6089;278912168;8665795395;3;0,029265;2000;70
6090;278912179;290164372;3;0,073644;3000;70
6091;278912179;4760733660;3;0,048871;3000;70
6092;278913381;278912179;3;0,008623;3000;70
6093;290171958;278912179;3;0,241078;3000;70
6094;278913381;290164781;3;0,242908;3000;70
6095;290164237;278913381;3;0,020223;3000;70
6096;290164379;278913381;3;0,07319;3000;70
6097;278972552;2931160874;3;0,025902;2000;70
6098;4414656792;278972552;3;0,006481;2000;70
6099;6398725545;279094789;3;0,363011;2000;70
6100;279094789;6398725545;3;0,363011;2000;70
6101;434495803;279094789;3;0,142788;2000;70
6102;279094789;434495803;3;0,142788;2000;70
6103;2297166942;279094790;3;0,021965;2000;70
6104;279094790;2297166942;3;0,021965;2000;70
6105;6398725545;279094790;3;0,005126;2000;70
6106;279094790;6398725545;3;0,005126;2000;70
6107;2297166939;279094791;3;0,055295;2000;70
6108;279094791;2297166939;3;0,055295;2000;70
6109;2297166942;279094791;3;0,075778;2000;70
6110;279094791;2297166942;3;0,075778;2000;70
6111;279094792;279094791;3;0,114247;2000;70
6112;279094791;279094792;3;0,114247;2000;70
6113;9888111350;279094791;3;0,26961;2000;70
6114;279094791;9888111350;3;0,26961;2000;70
6115;1366690556;279094792;3;0,905925;2000;70
6116;279094792;1366690556;3;0,905925;2000;70
6117;1519313974;279094792;3;0,06341;2000;70
6118;279094792;1519313974;3;0,06341;2000;70
6119;1510122638;279094794;3;0,583965;2000;70
6120;279094794;1510122638;3;0,583965;2000;70
6121;1519313974;279094794;3;0,294225;2000;70
6122;279094794;1519313974;3;0,294225;2000;70
6123;320344960;279094814;3;0,427722;2000;70
6124;279094814;320344960;3;0,427722;2000;70
6125;825278983;279094814;3;0,278595;2000;70
6126;279094814;825278983;3;0,278595;2000;70
6127;1537151214;279094816;3;0,011811;2000;70
6128;279094816;1537151214;3;0,011811;2000;70
6129;817288290;279094816;3;0,066095;2000;70
6130;279094816;817288290;3;0,066095;2000;70
6131;345829320;279094816;3;0,092267;2000;70
6132;279094816;345829320;3;0,092267;2000;70
6133;342453389;279094885;3;0,021365;2000;70
6134;279094885;342453389;3;0,021365;2000;70
6135;279094885;342453398;3;0,050766;2000;70
6136;279094897;279094885;3;1,12775;2000;70
6137;279094885;279094897;3;1,12775;2000;70
6138;817287055;279094886;3;0,122114;2000;70
6139;279094886;817287055;3;0,122114;2000;70
6140;333205290;279094886;3;0,571695;2000;70
6141;279094886;333205290;3;0,571695;2000;70
6142;279094889;279094888;3;0,078249;2000;70
6143;279094888;279094889;3;0,078249;2000;70
6144;817288290;279094888;3;0,069373;2000;70
6145;279094888;817288290;3;0,069373;2000;70
6146;279094891;279094889;3;0,114941;2000;70
6147;279094889;279094891;3;0,114941;2000;70
6148;279094893;279094891;3;0,122421;2000;70
6149;279094891;279094893;3;0,122421;2000;70
6150;7756011296;279094891;3;0,413401;2000;70
6151;279094891;7756011296;3;0,413401;2000;70
6152;345829424;279094893;3;0,146863;2000;70
6153;279094893;345829424;3;0,146863;2000;70
6154;345829424;279094897;3;0,259022;2000;70
6155;279094897;345829424;3;0,259022;2000;70
6156;279095071;1356453654;3;0,013977;3000;70
6157;279095071;5173343311;3;0,030172;2000;70
6158;1356453662;279095071;3;0,010964;3000;70
6159;817287032;279095075;3;0,663733;2000;70
6160;279095075;817287032;3;0,663733;2000;70
6161;333205150;279095075;3;0,388463;2000;70
6162;279095075;333205150;3;0,388463;2000;70
6163;451789457;279095075;3;0,794265;2000;70
6164;279095075;451789457;3;0,794265;2000;70
6165;10139313892;279095075;3;0,550351;2000;70
6166;279095075;10139313892;3;0,550351;2000;70
6167;559578159;279095163;3;0,078818;3000;70
6168;279095163;559578159;3;0,078818;3000;70
6169;356373907;279095163;3;0,059752;3000;70
6170;279095163;356373907;3;0,059752;3000;70
6171;279095164;833393273;3;0,028783;3000;70
6172;559578154;279095164;3;0,17782;3000;70
6173;279095164;559578154;3;0,17782;3000;70
6174;833393287;279095164;3;0,028537;3000;70
6175;356373964;279095172;3;0,26034;2000;70
6176;279095172;356373964;3;0,26034;2000;70
6177;356373904;279095172;3;0,099952;3000;70
6178;279095172;356373904;3;0,099952;3000;70
6179;842042663;279095172;3;0,131415;3000;70
6180;279095172;842042663;3;0,131415;3000;70
6181;356373964;279095174;3;0,085416;2000;70
6182;279095174;356373964;3;0,085416;2000;70
6183;451789491;279095174;3;0,1457;2000;70
6184;279095174;451789491;3;0,1457;2000;70
6185;451789576;279095762;3;0,506745;3000;70
6186;279095762;451789576;3;0,506745;3000;70
6187;9044713594;279095762;3;0,090526;3000;70
6188;279095762;9044713594;3;0,090526;3000;70
6189;406818792;279096179;3;0,035338;3000;70
6190;279096179;406818792;3;0,035338;3000;70
6191;279096179;404669073;3;0,549004;2000;70
6192;404669188;279096179;3;0,253661;3000;70
6193;279096179;404669188;3;0,253661;3000;70
6194;279096185;279096183;3;0,14709;3000;70
6195;279096183;279096185;3;0,14709;3000;70
6196;408344021;279096183;3;0,113371;3000;70
6197;279096183;408344021;3;0,113371;3000;70
6198;1629440108;279096185;3;0,091952;3000;70
6199;279096185;1629440108;3;0,091952;3000;70
6200;279096194;7815339816;3;0,027792;3000;70
6201;279096197;279096194;3;0,741488;3000;70
6202;279096194;279096197;3;0,741488;3000;70
6203;7815339820;279096194;3;0,024763;3000;70
6204;8395186745;279096197;3;0,070465;3000;70
6205;279096197;8395186745;3;0,070465;3000;70
6206;1519314055;279096199;3;0,017718;3000;70
6207;279096199;1519314055;3;0,017718;3000;70
6208;8395186745;279096199;3;0,144222;3000;70
6209;279096199;8395186745;3;0,144222;3000;70
6210;279096199;360618941;3;0,07799;2000;70
6211;1519314055;279096202;3;0,124024;3000;70
6212;279096202;1519314055;3;0,124024;3000;70
6213;279096204;279096202;3;0,040057;3000;70
6214;279096202;279096204;3;0,040057;3000;70
6215;1593603695;279096204;3;0,0086;3000;70
6216;279096204;1593603695;3;0,0086;3000;70
6217;345786569;279096207;3;1,718968;3000;70
6218;279096207;345786569;3;1,718968;3000;70
6219;1593603695;279096207;3;0,281432;3000;70
6220;279096207;1593603695;3;0,281432;3000;70
6221;7575080515;279096214;3;0,103709;3000;70
6222;279096214;7575080515;3;0,103709;3000;70
6223;345786569;279096214;3;0,622502;3000;80
6224;279096214;345786569;3;0,622502;3000;80
6225;279116499;279848106;3;0,023703;2000;70
6226;279118266;279118415;3;0,134269;2000;70
6227;355579819;279118415;3;0,186092;2000;70
6228;279118415;355579819;3;0,186092;2000;70
6229;279119546;2377424402;3;0,226489;2000;70
6230;279846076;279119546;3;0,008777;2000;70
6231;279124387;279119712;3;0,251067;2000;70
6232;279121323;279121814;3;0,114431;2000;70
6233;3140674006;279121323;3;0,017257;2000;70
6234;4414844777;279121323;3;0,05459;2000;70
6235;279121814;279121817;3;0,028867;2000;70
6236;279121824;279121814;3;0,020955;2000;70
6237;279121817;279124861;3;0,170583;2000;70
6238;279121817;279121818;3;0,020137;2000;70
6239;279121818;279121820;3;0,009466;2000;70
6240;279124860;279121818;3;0,16673;2000;70
6241;279121820;279624355;3;0,043911;2000;70
6242;279121820;279121821;3;0,019604;2000;70
6243;279121821;279121824;3;0,032837;2000;70
6244;279624355;279121821;3;0,038588;2000;70
6245;279121824;3140674006;3;0,12569;2000;70
6246;2377424402;279124387;3;0,009654;2000;70
6247;279124659;279124858;3;0,017958;2000;70
6248;279124866;279124659;3;0,025945;2000;70
6249;2734777142;279124659;3;0,090102;2000;70
6250;279124858;279124860;3;0,01847;2000;70
6251;279124860;279124861;3;0,024645;2000;70
6252;279124861;279124862;3;0,006071;2000;70
6253;279124862;279124866;3;0,03385;2000;70
6254;279124866;671592582;3;0,092388;2000;70
6255;279233389;279126076;3;0,191393;2000;70
6256;279126076;279233389;3;0,191393;2000;70
6257;279126687;279625745;3;0,220567;2000;70
6258;279126687;279126688;3;0,021979;2000;70
6259;282401104;279126687;3;0,004134;2000;70
6260;279126688;3101609329;3;0,011393;2000;70
6261;279625744;279126688;3;0,215057;2000;70
6262;279126700;530064730;3;0,099643;2000;70
6263;279126700;530065231;3;0,01983;2000;70
6264;3101609329;279126700;3;0,012883;2000;70
6265;280465992;279126886;3;0,055928;2000;70
6266;279126886;280465992;3;0,055928;2000;70
6267;280462478;279126886;3;0,160674;2000;70
6268;279126886;280462478;3;0,160674;2000;70
6269;282094075;279127231;3;0,050507;2000;70
6270;279127231;282094075;3;0,050507;2000;70
6271;3101613788;279127231;3;0,056674;2000;70
6272;279127231;3101613788;3;0,056674;2000;70
6273;279159044;279159096;1;0,421127;4800;70
6274;4252240925;279159044;1;0,739346;4800;120
6275;279159095;311043257;3;0,015647;2000;70
6276;1695811730;279159095;3;0,015779;2000;70
6277;6795571510;279159095;3;0,170699;2000;70
6278;279159096;1695811730;3;0,014;2000;70
6279;1695811760;279159096;3;0,028084;2000;70
6280;279159482;311047483;3;0,027366;2000;70
6281;661311724;279159482;3;0,144057;2000;70
6282;279159482;661311724;3;0,144057;2000;70
6283;311714989;279159482;3;0,013033;2000;70
6284;279159484;311047098;3;0,010874;2000;70
6285;311047483;279159484;3;0,213168;2000;70
6286;279159484;311047483;3;0,213168;2000;70
6287;311047101;279159484;3;0,011897;2000;70
6288;279159487;1837349843;3;0,019641;2000;70
6289;4862188313;279159487;3;0,246375;2000;70
6290;279159487;4862188313;3;0,246375;2000;70
6291;311046137;279159487;3;0,012055;2000;70
6292;279233404;279233389;3;0,120029;2000;70
6293;279233389;279233404;3;0,120029;2000;70
6294;279233418;279233404;3;0,151511;2000;70
6295;279233404;279233418;3;0,151511;2000;70
6296;279233429;279233418;3;0,052575;2000;70
6297;279233418;279233429;3;0,052575;2000;70
6298;282094894;279233429;3;0,069514;2000;70
6299;279233429;282094894;3;0,069514;2000;70
6300;279284554;279284555;3;0,027834;2000;70
6301;279284591;279284554;3;0,009527;2000;70
6302;279284555;279284606;3;0,004839;2000;70
6303;282091367;279284591;3;0,048792;2000;70
6304;279284591;282091367;3;0,048792;2000;70
6305;279284606;279284591;3;0,040279;2000;70
6306;281546156;279284606;3;0,23976;2000;70
6307;279284606;281546156;3;0,23976;2000;70
6308;279575175;280315662;3;0,201228;2000;70
6309;279578123;279577171;3;0,160718;2000;70
6310;280110557;279578123;3;0,077177;2000;70
6311;279580376;279579249;3;0,036669;2000;70
6312;279579249;279580376;3;0,036669;2000;70
6313;279580471;279579249;3;0,033904;2000;70
6314;279579249;279580471;3;0,033904;2000;70
6315;279580376;279579392;3;0,138799;2000;70
6316;279579392;279580376;3;0,138799;2000;70
6317;279579392;279579690;3;0,080254;2000;70
6318;279580357;279579392;3;0,028664;2000;70
6319;352749857;279579690;3;0,03489;3000;70
6320;2927207832;279579978;3;0,031553;2000;70
6321;279579978;2927207832;3;0,031553;2000;70
6322;279579978;2927207829;3;0,038344;2000;70
6323;1580978272;279580357;3;0,017158;2000;70
6324;2927207809;279580471;3;0,053018;2000;70
6325;279580471;2927207809;3;0,053018;2000;70
6326;2717198248;279582728;3;0,078962;2000;70
6327;279582728;2717198248;3;0,078962;2000;70
6328;2612697916;279582728;3;0,098604;2000;70
6329;279582728;2612697916;3;0,098604;2000;70
6330;279584363;279584608;3;0,081268;2000;70
6331;279638445;279584363;3;0,046718;2000;70
6332;279584608;279584625;3;0,112087;2000;70
6333;279584625;280110511;3;0,115353;2000;70
6334;279618886;279618890;3;0,032756;2000;70
6335;279618909;279618886;3;0,01331;2000;70
6336;279618890;279619037;3;0,014956;2000;70
6337;282828486;279618890;3;0,222987;2000;70
6338;279618890;282828486;3;0,222987;2000;70
6339;355579819;279618909;3;0,24884;2000;70
6340;279618909;355579819;3;0,24884;2000;70
6341;279619090;279618909;3;0,005499;2000;70
6342;279619037;279619090;3;0,019891;2000;70
6343;279619037;279845966;3;0,302153;2000;70
6344;279622587;279622645;3;0,009649;2000;70
6345;279625745;279622587;3;0,008296;2000;70
6346;279622645;280465475;3;0,139148;2000;70
6347;279622645;279622647;3;0,019859;2000;70
6348;279622647;279625743;3;0,019009;2000;70
6349;582707059;279622647;3;0,019966;2000;70
6350;282721805;279624355;3;0,082925;2000;70
6351;279624355;282721805;3;0,082925;2000;70
6352;282721184;279624356;3;0,085646;2000;70
6353;279624356;282721184;3;0,085646;2000;70
6354;282722355;279624356;3;0,08322;2000;70
6355;279624356;282722355;3;0,08322;2000;70
6356;279624508;2920565146;3;0,113379;2000;70
6357;279624508;3114610644;3;0,013591;2000;70
6358;279625652;279624508;3;0,033787;2000;70
6359;2518636179;279625652;3;0,166857;2000;70
6360;279625743;279625744;3;0,009784;2000;70
6361;279625744;279625745;3;0,018166;2000;70
6362;279629054;2591802582;3;0,008456;2000;70
6363;2591802585;279629054;3;0,025434;2000;70
6364;279629119;2591802585;3;0,015062;2000;70
6365;279629119;279629344;3;0,04624;2000;70
6366;279629130;279629119;3;0,011764;2000;70
6367;352750610;279629130;3;0,080443;2000;70
6368;2591802582;279629130;3;0,01693;2000;70
6369;2927207814;279631767;3;0,059276;2000;70
6370;279633151;366669924;3;0,040158;2000;70
6371;289137691;279638445;3;0,133497;2000;70
6372;279640821;279639553;3;0,094137;2000;70
6373;279639553;279640821;3;0,094137;2000;70
6374;2589595968;279639553;3;0,145807;2000;70
6375;279639553;2589595968;3;0,145807;2000;70
6376;280104034;279640821;3;0,158737;2000;70
6377;279640821;280104034;3;0,158737;2000;70
6378;8764164756;279642032;3;0,218007;2000;70
6379;279642032;8764164756;3;0,218007;2000;70
6380;279704811;279642032;3;0,305588;2000;70
6381;279642032;279704811;3;0,305588;2000;70
6382;279649711;9863475548;3;0,132783;2000;70
6383;2590266354;279649711;3;0,186832;2000;70
6384;279700178;2495068459;3;0,137179;2000;70
6385;279700993;279700178;3;0,079549;2000;70
6386;279700305;2495091568;3;0,0403;2000;70
6387;366669924;279700305;3;0,295647;2000;70
6388;279700305;366669924;3;0,295647;2000;70
6389;279700426;279700617;3;0,061761;2000;70
6390;279700555;279700993;3;0,19053;2000;70
6391;279700617;279700555;3;0,077534;2000;70
6392;279701188;9886512061;3;0,204541;2000;70
6393;1914479101;279701188;3;0,022704;2000;70
6394;279701224;1914479101;3;0,259907;2000;70
6395;279701313;279701224;3;0,151654;2000;70
6396;288511395;279701313;3;0,049154;2000;70
6397;279701519;288511395;3;0,065518;2000;70
6398;279701962;279701519;3;0,114051;2000;70
6399;352751585;279701962;3;0,327348;2000;70
6400;2589568025;279704811;3;0,015249;2000;70
6401;279704811;2589568025;3;0,015249;2000;70
6402;279706063;1472201149;3;0,033263;2000;70
6403;289491517;279706063;3;0,110576;2000;70
6404;279706063;289491517;3;0,110576;2000;70
6405;920433193;279706063;3;0,035159;2000;70
6406;279709230;289514171;3;0,050512;2000;70
6407;292324126;279709230;3;0,095111;2000;70
6408;1472203935;279709325;3;0,00961;2000;70
6409;279709950;1907088844;3;0,21672;2000;70
6410;279716775;5282925271;3;0,139884;2000;70
6411;1827637597;279716775;3;0,132562;2000;70
6412;279716803;471572016;3;0,293878;2000;70
6413;279716968;279716803;3;0,651435;2000;20
6414;279716968;279716803;3;0,619379;2000;20
6415;279717004;279716968;3;0,086651;2000;70
6416;5282925271;279717004;3;0,02913;2000;70
6417;1827862948;279718354;3;0,026068;2000;70
6418;279718499;1827862948;3;0,057097;2000;70
6419;1827862976;279718499;3;0,160566;2000;70
6420;279719460;279720041;3;0,005009;3000;70
6421;2638420781;279719460;3;0,02282;3000;70
6422;279719463;2638424867;3;0,086043;3000;70
6423;279719463;682459902;3;0,030201;3000;70
6424;279720041;279719463;3;0,016235;3000;70
6425;279719465;1662586812;3;0,022275;3000;70
6426;682459902;279719465;3;0,028989;3000;70
6427;279719833;2638420781;3;0,00671;3000;70
6428;1662586631;279719833;3;0,158672;3000;70
6429;1662586812;279719833;3;0,026184;3000;70
6430;279720102;344627957;3;0,005679;2000;70
6431;344627956;279720102;3;0,008067;2000;70
6432;279720109;559155654;3;0,263809;2000;70
6433;279720109;2638511696;3;0,017883;2000;70
6434;279720144;279720109;3;0,019684;2000;70
6435;279720120;344627880;3;0,015823;2000;70
6436;279720121;279720120;3;0,021512;2000;70
6437;344629798;279720120;3;0,045911;2000;70
6438;279720121;344629918;3;0,013582;2000;70
6439;279720122;279720121;3;0,013641;2000;70
6440;344627957;279720121;3;0,026065;2000;70
6441;279720122;344629918;3;0,008847;2000;70
6442;279720148;279720150;3;0,017584;2000;70
6443;279720148;2638513189;3;0,041382;2000;70
6444;2638511696;279720148;3;0,011712;2000;70
6445;279720150;2638511699;3;0,015669;2000;70
6446;2638513189;279720150;3;0,042055;2000;70
6447;663984600;279720970;3;0,086893;2000;70
6448;279720970;663984600;3;0,086893;2000;70
6449;279720970;2638491013;3;0,038849;2000;70
6450;2638491011;279720970;3;0,031319;2000;70
6451;344626944;279720971;3;0,007699;2000;70
6452;279720971;344626944;3;0,007699;2000;70
6453;279720971;2638490999;3;0,102535;2000;70
6454;279720974;279720971;3;0,274673;2000;70
6455;279720974;1762040824;3;0,079512;2000;70
6456;2639607828;279720974;3;0,031841;2000;70
6457;288941526;279723051;3;0,126585;2000;70
6458;279723051;288941526;3;0,126585;2000;70
6459;279723054;279723051;3;0,108428;2000;70
6460;279723051;279723054;3;0,108428;2000;70
6461;288942782;279723051;3;0,07427;2000;70
6462;279723051;288942782;3;0,07427;2000;70
6463;279725147;279723051;3;0,188394;2000;70
6464;279723051;279725147;3;0,188394;2000;70
6465;5297680545;279723054;3;0,054776;2000;70
6466;279723054;5297680545;3;0,054776;2000;70
6467;279725147;7193001375;3;0,066436;2000;70
6468;288948136;279725147;3;0,142418;2000;70
6469;279725154;2639573316;3;0,107534;2000;70
6470;279725154;2639573333;3;0,102198;2000;70
6471;761797660;279725154;3;0,057788;2000;70
6472;279725158;279725159;3;0,082845;2000;70
6473;2639573316;279725158;3;0,088795;2000;70
6474;279725159;280850292;3;0,012288;2000;70
6475;280850290;279725159;3;0,023812;2000;70
6476;279725163;1591495923;3;0,161706;2000;70
6477;365596512;279725163;3;0,023383;2000;70
6478;289109939;279738813;3;0,072459;2000;70
6479;279738813;289109939;3;0,072459;2000;70
6480;7199947111;279738813;3;0,11751;2000;70
6481;279738813;7199947111;3;0,11751;2000;70
6482;279744539;280808283;3;0,433684;2000;70
6483;1673137175;279744539;3;0,238055;2000;70
6484;2495308338;279754815;3;0,085359;2000;70
6485;279779210;279779185;3;0,200704;2000;70
6486;280810503;279779185;3;0,041217;3000;70
6487;279779191;915824750;3;0,061044;2000;70
6488;1673114289;279779191;3;0,277065;2000;70
6489;279779203;280810361;3;0,285602;2000;70
6490;280807856;279779203;3;0,434235;2000;70
6491;279779210;2599749266;4;0,576908;800;50
6492;280810361;279779210;3;0,131321;2000;70
6493;279779676;280807144;3;0,277229;2000;70
6494;705820886;279779676;3;0,061248;2000;70
6495;279779677;705820886;3;0,144693;2000;70
6496;5686071619;279779677;3;0,171226;2000;70
6497;279779687;541011003;3;0,071186;2000;70
6498;280810503;279779687;3;0,258248;2000;70
6499;1239221160;279781208;3;0,116316;2000;70
6500;279781208;1239221160;3;0,116316;2000;70
6501;510782173;279781208;3;0,068475;2000;70
6502;279781208;510782173;3;0,068475;2000;70
6503;2629932629;279781213;3;0,045485;2000;70
6504;279781213;2629932629;3;0,045485;2000;70
6505;1239221160;279781213;3;0,13826;2000;70
6506;279781213;1239221160;3;0,13826;2000;70
6507;510776646;279781215;3;0,265027;2000;70
6508;279781215;510776646;3;0,265027;2000;70
6509;2629932629;279781215;3;0,084559;2000;70
6510;279781215;2629932629;3;0,084559;2000;70
6511;2629954631;279781215;3;0,055684;2000;70
6512;279781215;2629954631;3;0,055684;2000;70
6513;495318717;279781215;3;0,080757;2000;70
6514;279781215;495318717;3;0,080757;2000;70
6515;495364269;279781216;3;0,039635;2000;70
6516;279781216;495364269;3;0,039635;2000;70
6517;539143589;279781216;3;0,058594;2000;70
6518;279781216;539143589;3;0,058594;2000;70
6519;495358986;279781220;3;0,032054;2000;70
6520;279781220;495358986;3;0,032054;2000;70
6521;495353525;279781220;3;0,13752;2000;70
6522;279781220;495353525;3;0,13752;2000;70
6523;279782280;279790404;3;0,032237;2000;70
6524;3205888561;279782280;3;0,200738;2000;70
6525;279782486;279782280;3;0,02457;2000;70
6526;279782579;1595293729;3;0,014126;2000;70
6527;1595293751;279782579;3;0,231414;2000;70
6528;279782579;1595293751;3;0,231414;2000;70
6529;279782361;279782579;3;0,049934;2000;70
6530;279786007;279788378;3;0,019016;2000;70
6531;279786007;10959204336;3;0,008636;2000;70
6532;1914437916;279786007;3;0,084114;2000;70
6533;279787532;823487719;3;0,089379;2000;70
6534;279787675;279787532;3;0,988403;2000;70
6535;279787532;279787675;3;0,988403;2000;70
6536;279787599;279787532;3;0,084521;2000;70
6537;2483687333;279787599;3;0,017921;2000;70
6538;279789544;279787675;3;0,452269;2000;70
6539;279787675;279789544;3;0,452269;2000;70
6540;279788068;2498600938;3;0,063274;3000;70
6541;4546553498;279788068;3;0,065354;3000;70
6542;2483687326;279788270;3;0,349913;2000;70
6543;279788270;2483687326;3;0,349913;2000;70
6544;2429840755;279788270;3;0,216612;2000;70
6545;279788270;2429840755;3;0,216612;2000;70
6546;2429840755;279788378;3;0,36045;2000;70
6547;279788378;2429840755;3;0,36045;2000;70
6548;279788378;10959204336;3;0,025128;2000;70
6549;279788766;2483687333;3;0,003501;2000;70
6550;823487719;279788766;3;0,014696;2000;70
6551;2483687326;279788766;3;0,029381;2000;70
6552;279789432;6655922585;3;0,013985;2000;70
6553;352752289;279789432;3;0,023831;2000;70
6554;279789435;352751916;3;0,021594;2000;70
6555;279789544;279789435;3;0,030367;2000;70
6556;2640160662;279789435;3;0,019907;2000;70
6557;2640160662;279789544;3;0,029341;2000;70
6558;279793427;1914437916;3;0,03926;2000;70
6559;2294085487;279793427;3;0,020664;2000;70
6560;279795321;288511207;3;0,141441;3000;70
6561;352752490;279795321;3;0,169926;3000;70
6562;279810189;279810191;3;0,008041;3000;70
6563;279810207;279810189;3;0,024253;3000;70
6564;1471045042;279810189;3;0,502171;3000;70
6565;279810191;279810361;3;0,022779;3000;70
6566;279810196;2937275216;3;0,27372;3000;70
6567;279810196;279810201;3;0,021153;3000;70
6568;279810361;279810196;3;0,016829;3000;70
6569;279810201;3493403117;3;0,004628;3000;70
6570;2202962989;279810201;3;0,276348;3000;70
6571;279810207;279811369;3;0,500729;3000;70
6572;279810368;279810207;3;0,040614;3000;70
6573;448749944;279810368;3;0,023158;2000;70
6574;3493403117;279810368;3;0,01221;3000;70
6575;279811226;279811364;3;0,026036;3000;70
6576;1471045049;279811226;3;0,007283;3000;70
6577;694500597;279811243;3;0,023244;2000;70
6578;279811243;694500597;3;0,023244;2000;70
6579;279811243;1471045055;3;0,011977;3000;70
6580;279811372;279811243;3;0,021904;3000;70
6581;279811364;1471045042;3;0,016299;3000;70
6582;279811369;279811372;3;0,02157;3000;70
6583;1471045042;279811369;3;0,036286;3000;70
6584;279811753;634604268;3;0,089328;3000;70
6585;1471045055;279811753;3;0,228388;3000;70
6586;279812318;279812328;3;0,036048;3000;70
6587;279812322;279812477;3;0,164526;3000;70
6588;2496159837;279812328;3;0,194504;3000;70
6589;279812383;279812477;4;0,271139;800;50
6590;279813329;279813330;4;0,005648;3000;50
6591;279813344;279813329;4;0,027559;3000;50
6592;279813330;2202962989;4;0,619292;3000;50
6593;279813330;279813333;4;0,029591;3000;50
6594;279813333;279813339;4;0,058256;3000;50
6595;2937275216;279813333;4;0,620696;3000;50
6596;279813339;3359955269;4;0,545198;3000;50
6597;279813339;279813341;4;0,028997;3000;50
6598;279813341;279813344;4;0,029147;3000;50
6599;3359955279;279813341;4;0,535992;3000;50
6600;279813859;634604285;4;0,022763;3000;50
6601;279813859;634604256;3;0,056261;2000;70
6602;3359955269;279813859;3;0,016765;3000;70
6603;279816356;279815539;3;0,021812;2000;70
6604;279815539;279816356;3;0,021812;2000;70
6605;279816410;279815539;3;0,2905;2000;70
6606;279815539;279816410;3;0,2905;2000;70
6607;2927419993;279815544;3;0,100617;2000;70
6608;279815544;2927419993;3;0,100617;2000;70
6609;280324715;279815544;3;0,184299;2000;70
6610;279815544;280324715;3;0,184299;2000;70
6611;6572480356;279815544;3;0,173832;2000;70
6612;279815544;6572480356;3;0,173832;2000;70
6613;2496106827;279815544;3;0,022527;2000;70
6614;279815544;2496106827;3;0,022527;2000;70
6615;279815651;279815658;3;0,023384;2000;70
6616;279816879;279815651;3;0,042464;2000;70
6617;279896845;279815651;3;0,023522;2000;70
6618;279815658;279816353;3;0,011433;2000;70
6619;279815658;279896772;3;0,085528;3000;70
6620;279815665;279816876;3;0,06475;2000;70
6621;279816353;279815665;3;0,009985;2000;70
6622;279815681;279816356;3;0,245768;3000;70
6623;279816353;279815681;3;0,088347;3000;70
6624;279816876;279815681;3;0,032426;2000;70
6625;279900439;279815681;3;0,033913;2000;70
6626;279900485;279816353;3;0,08736;3000;70
6627;279816356;1471045133;3;0,102889;3000;70
6628;2496106827;279816356;3;0,035723;2000;70
