Num‚ro de noeud;X;Y
250287773;-0,5772546;44,8318766
250287774;-0,5772636;44,8324306
250287930;-0,5697755;44,8378271
250287954;-0,570947;44,8325878
250287983;-0,5837976;44,8449181
250288065;-0,5820389;44,834091
250288067;-0,5873362;44,8311671
250288068;-0,5931303;44,827968
250288077;-0,5846291;44,8334961
250288078;-0,5877053;44,8321342
250288079;-0,5947625;44,8290381
250288080;-0,5878687;44,8325509
250288082;-0,5953301;44,829413
250288083;-0,5818041;44,8328992
250288084;-0,5835082;44,8332859
250288087;-0,5725346;44,8304782
250288099;-0,5734303;44,831017
250288103;-0,5727321;44,8304527
250288106;-0,5720484;44,8306957
250288122;-0,5752198;44,8313834
250288150;-0,5662649;44,8364851
250288155;-0,5660743;44,8362797
250290509;-0,5716882;44,8624136
250290547;-0,569448;44,8565344
250290560;-0,5704305;44,8572121
250290569;-0,5755793;44,8550414
250300814;-0,5589094;44,8404151
250300823;-0,5444346;44,8496124
250302550;-0,5594832;44,8408972
250311049;-0,5834869;44,8414483
250311386;-0,5862056;44,8390935
250312827;-0,5795695;44,8433613
250312868;-0,5834194;44,8437842
250323962;-0,5638385;44,8246648
250323967;-0,5687003;44,8281873
