Num‚ro de noeud;X;Y
282175853;-0,6134049;44,7725391
282175855;-0,6133445;44,7738852
282175869;-0,6147324;44,7734374
282180075;-0,6195404;44,7664832
282180179;-0,6205074;44,7722281
282180253;-0,6193341;44,7721282
282180275;-0,6166172;44,7693531
282180706;-0,6060144;44,7580333
282180708;-0,6046222;44,7577151
282180714;-0,6014791;44,7576849
282180900;-0,6083202;44,7585173
282180901;-0,609002;44,7586713
282180903;-0,6113418;44,7590085
282194665;-0,6011667;44,7728052
282194758;-0,6010378;44,7728927
282194879;-0,6075277;44,7776002
282194880;-0,6081002;44,7778421
282195072;-0,6030384;44,7749994
282195161;-0,5970735;44,7746662
282201227;-0,6258569;44,7722843
282201233;-0,6256433;44,7723239
282201235;-0,6257626;44,7724386
282201305;-0,6252031;44,7730407
282201324;-0,6238614;44,7744361
282201328;-0,6215414;44,7760246
282201473;-0,6197737;44,7777885
282201475;-0,6187471;44,7787815
282201477;-0,618063;44,7792867
282201478;-0,6170025;44,7802149
282201479;-0,6168975;44,780313
282201743;-0,621316;44,7738688
282201856;-0,6289406;44,7700563
282202417;-0,6176668;44,7424533
282202423;-0,6178454;44,7421889
282202428;-0,6175454;44,7423814
282202660;-0,6158786;44,7523299
282202763;-0,6108406;44,7339715
282202768;-0,6073521;44,7321427
282202779;-0,6004232;44,7306794
282202786;-0,6164998;44,7504253
282202787;-0,6164501;44,7508504
282203268;-0,599678;44,7331855
282203269;-0,5997471;44,7329275
282203271;-0,60004;44,7315507
282203392;-0,6301687;44,7591842
282203508;-0,6007571;44,7299905
282203544;-0,6021978;44,7275866
282205415;-0,5725822;44,82366
282205442;-0,5725947;44,8246997
282205732;-0,5699137;44,8252087
282205902;-0,5711116;44,8222682
282205934;-0,5696129;44,8216643
282205948;-0,5687881;44,8221016
282206051;-0,5685768;44,8222136
282206168;-0,567515;44,8227765
282206330;-0,5658065;44,8228006
282207174;-0,5644558;44,8264011
282207411;-0,5641006;44,8266756
282209056;-0,563321;44,8250053
282209401;-0,5659347;44,8200772
282209452;-0,5658003;44,8205756
282210679;-0,5696799;44,8142927
282210863;-0,5723341;44,8162596
282210885;-0,5723548;44,8161661
282227606;-0,5534824;44,8144695
282264150;-1,1407856;44,770232
282264163;-1,1433732;44,7840789
282264165;-1,143614;44,7867987
282264179;-1,1354035;44,8015731
282264190;-1,126562;44,8362968
282278423;-0,6292901;44,7586155
282278841;-0,6427527;44,7523992
282278876;-0,642472;44,7522979
282278879;-0,6424784;44,7524207
282278880;-0,6426129;44,7522678
282278906;-0,6427201;44,7524675
282279244;-0,6420729;44,7515875
282279403;-0,6426034;44,7525036
282309724;-0,6442693;44,7463811
282313660;-0,6871285;44,7590477
282313681;-0,6917622;44,7687859
282327167;-0,6008241;44,8744044
282328538;-0,6055372;44,8794495
282329091;-0,6160536;44,8756697
282329092;-0,6153752;44,8767729
282329093;-0,6146964;44,877523
282329094;-0,6142911;44,8779508
282329095;-0,6127013;44,8793787
282329097;-0,6118282;44,8808379
282329100;-0,6106569;44,8830326
282329106;-0,6110917;44,8851761
282329370;-0,5448436;44,8242377
282329472;-0,5445695;44,8241591
282364273;-0,6140511;44,7562561
282365467;-0,6055877;44,77066
282365949;-0,5953442;44,7757326
282366721;-0,6028539;44,7802843
282366722;-0,6030208;44,7803361
282366731;-0,6074916;44,782418
282397340;-0,6006803;44,8143956
282401104;-0,5909428;44,8126216
282402206;-0,5867975;44,8135474
282402313;-0,5869115;44,8143077
282403292;-0,5794431;44,8065937
282403311;-0,5851215;44,8062249
282404310;-0,5739125;44,8106369
282405387;-0,572975;44,8138895
282405604;-0,5812593;44,8141533
282405676;-0,5797003;44,8150845
282406020;-0,5777343;44,8161318
282406517;-0,5785808;44,8166269
282406724;-0,581125;44,8142637
282423005;-0,577381;44,7718044
282423997;-0,5882738;44,7574498
282424028;-0,5838662;44,7572699
282424151;-0,617094;44,7422801
282424157;-0,6112807;44,7416441
282424160;-0,6092724;44,7413346
282424161;-0,6083665;44,7413724
282424165;-0,6052048;44,7410465
282424168;-0,6033406;44,7410172
282424174;-0,6007361;44,7426491
282424178;-0,5977286;44,742719
282425549;-0,6150517;44,7538272
282425945;-0,5960587;44,7386003
282438912;-0,6180425;44,7551649
282438922;-0,6236491;44,7573904
282438923;-0,6222394;44,7568894
282439196;-0,6191956;44,753626
282439201;-0,6170291;44,7486635
282445868;-0,5930743;44,7805367
282445934;-0,5928925;44,7816242
282448345;-0,5989595;44,781749
282449023;-0,6027422;44,7807436
282449275;-0,6036652;44,7788221
282449277;-0,6032628;44,7794786
282449449;-0,6034082;44,7795073
282449624;-0,6041633;44,778023
282449632;-0,6049619;44,7770393
282450143;-0,59888;44,7817156
282450256;-0,5980096;44,7813667
282461572;-0,6099982;44,7848908
282462702;-0,6141384;44,7823907
282463310;-0,6123281;44,7796712
282463448;-0,6152246;44,7816766
282464460;-0,6105311;44,7854776
282465310;-0,5917581;44,7775506
282465439;-0,5908895;44,7778844
282465555;-0,5967361;44,7747934
282466697;-0,5938593;44,7767323
282466742;-0,5955756;44,7754812
282479132;-0,6385489;44,7659129
282479156;-0,6413719;44,7687269
282484534;-0,6520797;44,7624456
282484535;-0,6526185;44,7622602
282484537;-0,6530633;44,7622622
282484538;-0,6547151;44,7626048
282486158;-0,6519948;44,7586686
282487541;-0,5796817;44,8438256
282507543;-0,6397088;44,8630403
282507544;-0,639793;44,8628646
282507645;-0,6429278;44,8598258
282507655;-0,6417702;44,8615828
282508159;-0,5522958;44,8758712
282508193;-0,5459931;44,8740847
282508246;-0,5502905;44,8762306
282508249;-0,5496149;44,8761174
282508392;-0,5476081;44,8757813
282508495;-0,5468354;44,8756518
282508591;-0,5460891;44,8755268
282509551;-0,5477582;44,8694629
282509649;-0,5473682;44,8708578
282509684;-0,5469;44,87202
282509811;-0,5466082;44,8728602
282509915;-0,5462342;44,8736472
282511788;-0,5510761;44,8820211
282514637;-0,641516;44,7481934
282525217;-0,6194828;44,7816169
282525276;-0,6213583;44,7816656
282525277;-0,6252954;44,7819042
282533436;-0,604725;44,7772653
282533475;-0,6020894;44,7816175
282533544;-0,6404623;44,7675909
282594063;-0,6293704;44,769747
282594094;-0,6412735;44,7695438
282595551;-0,6413274;44,7708643
282595567;-0,6403525;44,7722393
282595584;-0,6401003;44,7732753
282595591;-0,6423586;44,7751956
282625747;-0,6073076;44,7775064
282625886;-0,6111024;44,7763904
282625983;-0,6103127;44,7777067
282651530;-0,6183563;44,7815511
282651650;-0,6197163;44,7816311
282651659;-0,6199118;44,7816437
282652352;-0,6218713;44,781664
282656918;-0,6069376;44,7831841
282658356;-0,6122395;44,7887401
282658557;-0,6106237;44,7874514
282663678;-0,6018642;44,7916881
282663902;-0,6015049;44,7916079
282663918;-0,5918947;44,7937544
282663934;-0,6041139;44,7924595
282665083;-0,5986501;44,7933888
282668821;-0,5867291;44,8043168
282669827;-0,5843211;44,7932691
282670588;-0,5836043;44,7992642
282677625;-0,6275791;44,7471731
282688454;-0,6352792;44,7669301
282688479;-0,6320823;44,7683054
282692421;-0,6200728;44,7684202
282692446;-0,6206032;44,7691544
282697380;-0,6341662;44,8170395
282697465;-0,6334682;44,8176932
282697474;-0,6348415;44,8200538
282697851;-0,6291219;44,818774
282697855;-0,6290818;44,8199643
282697859;-0,6290186;44,8222041
282706527;-0,6365742;44,7736906
282721074;-0,5991458;44,8026033
282721184;-0,5953344;44,806128
282721805;-0,598499;44,8059273
282721990;-0,5926996;44,8043064
282722127;-0,5949649;44,8010426
282722355;-0,5974379;44,805924
282722869;-0,5933803;44,7995363
282722871;-0,592875;44,7990653
282724531;-0,5829792;44,7945143
282727690;-0,5670718;44,7918599
282727691;-0,5672835;44,7927555
282727871;-0,5674169;44,7933256
282727899;-0,5671665;44,7922978
282727968;-0,567763;44,7947769
282728131;-0,5679523;44,7955936
282728308;-0,5713464;44,7865789
282728489;-0,5745085;44,7858937
282728542;-0,5750061;44,7857983
282729395;-0,5683422;44,7871295
282729405;-0,5669559;44,7913922
282729472;-0,5667891;44,7901977
282729479;-0,5668285;44,7906744
282729800;-0,5809112;44,7977131
282729935;-0,577912;44,7981294
282730256;-0,5749973;44,8020874
282733411;-0,5762353;44,8070108
282733493;-0,5866819;44,8046675
282733524;-0,5828645;44,8048285
282733569;-0,5849694;44,806125
282733571;-0,5839864;44,8054364
282733574;-0,5811088;44,8042656
282733580;-0,5842199;44,8056039
282734273;-0,5739034;44,8039773
282734492;-0,5725297;44,805473
282734521;-0,5728041;44,8054781
282734522;-0,5727634;44,8055285
282734524;-0,57258;44,8055873
282777180;-0,5895726;44,7389547
282777762;-0,5838276;44,7225413
282777906;-0,611173;44,7269028
282777908;-0,6085886;44,7264694
282778425;-0,6208138;44,7281927
282778427;-0,6208622;44,727897
282779602;-0,5877189;44,7219297
282780364;-0,5883777;44,749222
282781508;-0,5966145;44,7276712
282781513;-0,5930063;44,7300817
282781536;-0,5764959;44,7414286
282781553;-0,5940885;44,7295696
282781554;-0,5908876;44,7309776
282781561;-0,5794917;44,7343625
282781563;-0,5773698;44,7380609
282781570;-0,5837484;44,7440794
282781685;-0,572278;44,7428042
282781686;-0,5714302;44,7432219
282781696;-0,5638453;44,7466903
282781703;-0,5550532;44,7487101
282781709;-0,5505615;44,7497783
282781787;-0,5501027;44,753318
282828486;-0,6067062;44,8001338
282831069;-0,6071095;44,7987738
282831179;-0,6075826;44,7982101
282831186;-0,6065495;44,799387
282831189;-0,6069925;44,7933715
282831324;-0,6095703;44,7941612
282831472;-0,6075897;44,7934573
282831475;-0,6081328;44,7936325
282976699;-0,5644506;44,8126584
282976720;-0,5638001;44,8114028
282976727;-0,5625838;44,8130586
282976877;-0,5633492;44,8108878
282977021;-0,5627623;44,8101496
282977078;-0,5622756;44,8092809
282977584;-0,5738765;44,8112382
282977781;-0,5733028;44,8131862
282981436;-0,572757;44,8059975
282981571;-0,5738713;44,808673
282981646;-0,5731065;44,8067937
282981743;-0,570379;44,8050067
282982553;-0,5645416;44,8129986
282982667;-0,5641775;44,8117689
282982910;-0,5626771;44,8099922
282983476;-0,5627109;44,8067081
282984216;-0,5702607;44,8004071
282984329;-0,5589165;44,8052089
282984391;-0,5574521;44,800094
282984935;-0,5593441;44,8063176
282984976;-0,5715329;44,8031829
282985125;-0,5695224;44,8051998
282985179;-0,5690192;44,8053139
282985491;-0,5712389;44,8024961
282986150;-0,5697029;44,799393
283025454;-0,5615363;44,8072761
283025838;-0,5579677;44,8018748
283027161;-0,5576574;44,7978767
283027460;-0,5577523;44,7973606
283027506;-0,559405;44,7955307
283029199;-0,5574611;44,7995743
283029677;-0,5577707;44,797258
283029682;-0,5560008;44,7968852
283030083;-0,5576014;44,7982479
283030418;-0,5614181;44,7961314
283030420;-0,5679678;44,795665
283030657;-0,5651638;44,7891092
283030836;-0,5672937;44,7927952
283031236;-0,561116;44,7924643
283031456;-0,5600625;44,795697
283033231;-0,5565764;44,8077456
283033429;-0,5552149;44,8077663
283033700;-0,5554929;44,8132929
283034255;-0,5498035;44,8075125
283035866;-0,549062;44,8095666
283036377;-0,5528781;44,8147072
283036517;-0,5485973;44,8159262
283036602;-0,548972;44,812727
283036726;-0,5451159;44,8188707
283036757;-0,5485481;44,8162896
283036773;-0,5472505;44,8177038
283036925;-0,5486575;44,8150006
283038193;-0,5478104;44,8076648
283038386;-0,5477816;44,8041472
283038413;-0,5490047;44,806863
283038414;-0,5489342;44,8062803
283038442;-0,5452435;44,7991869
283040382;-0,5395341;44,8148224
283040397;-0,5445099;44,8037421
283040459;-0,5417048;44,810828
283041645;-0,5453084;44,808129
283041654;-0,5425632;44,8069267
283041664;-0,5446734;44,8082514
283043692;-0,5394575;44,8057517
283043881;-0,5471613;44,8036995
283044031;-0,5451589;44,8032567
283044163;-0,5487722;44,8055838
283044544;-0,5430842;44,8054177
283044974;-0,5741034;44,8032644
283044988;-0,571726;44,8036177
283044995;-0,5746276;44,8025668
283045004;-0,5713934;44,8028621
283045063;-0,575059;44,801999
283045074;-0,5711046;44,8021814
283047493;-0,5662503;44,7844743
283048670;-0,5662004;44,7839541
283049113;-0,5545472;44,7811061
283051948;-0,530185;44,797316
283052005;-0,5329632;44,7964576
283068074;-1,2040196;44,5872409
283069694;-1,1964583;44,5980545
283069698;-1,1962227;44,5982839
283069701;-1,1962877;44,5984945
283069705;-1,1966778;44,5986318
283069724;-1,1967859;44,5980404
283069731;-1,1956638;44,5984928
283074796;-1,1984555;44,6037347
283074818;-1,1993738;44,6049058
283074895;-1,2058634;44,6077434
283074935;-1,2057214;44,6076106
283075015;-1,2018822;44,6224168
283075045;-1,2026082;44,6306751
283075052;-1,202012;44,6306959
283075056;-1,2023443;44,6324554
283080555;-0,5459467;44,799054
283085116;-0,5587857;44,7952229
283125454;-0,5922264;44,7335196
283126487;-0,5944265;44,729987
283126494;-0,5884517;44,7416083
283126495;-0,5882503;44,742779
283126497;-0,5881094;44,7440344
283126498;-0,5879253;44,7444209
283127326;-0,5955705;44,7444173
283127582;-0,5961338;44,7389777
283128719;-0,5938399;44,7318231
283128753;-0,5897468;44,7376817
283128779;-0,5893456;44,7397115
283128808;-0,5916384;44,7348341
283130103;-0,5949126;44,7306424
283134060;-0,5902611;44,7233286
283134061;-0,5897177;44,7229044
283134063;-0,5883408;44,7222937
283134067;-0,578351;44,7213399
283134112;-0,5780855;44,7214223
283134114;-0,5779578;44,7212545
283134116;-0,5781427;44,7211394
283134613;-0,5772293;44,7242399
283134622;-0,57456;44,7335696
283134623;-0,5744171;44,7345613
283134625;-0,5740793;44,7355085
283134626;-0,5737524;44,7363913
283134630;-0,5723728;44,7386369
283134631;-0,5715942;44,7404029
283217198;-0,5656466;44,8159517
283217384;-0,5652872;44,8151381
283217458;-0,5647438;44,8136995
283217518;-0,5637226;44,8133359
283220728;-0,5511736;44,7146339
283220732;-0,5510374;44,7144843
283220737;-0,5512684;44,7143986
283220741;-0,5513427;44,714588
283220950;-0,5597516;44,7157021
283221060;-0,5443788;44,7160026
283221234;-0,5441398;44,7162272
283221236;-0,5440148;44,7160659
283221238;-0,54419;44,7159474
283221241;-0,5443822;44,7161782
283222742;-0,579368;44,7147443
283232814;-0,5714854;44,7551194
283232822;-0,573525;44,7522142
283232832;-0,5757277;44,7486051
283246863;-0,6676116;44,7654434
283246867;-0,6687173;44,7656512
283246879;-0,672514;44,7669826
283246954;-0,6524434;44,7603558
283246967;-0,6513243;44,7559561
283246972;-0,6511772;44,755836
283246976;-0,6513459;44,7557849
283301352;-0,5542618;44,714301
283301354;-0,5540435;44,7140814
283301380;-0,5465328;44,6912571
283301386;-0,5386176;44,6879335
283301387;-0,554137;44,7142028
283301439;-0,553355;44,7120814
283301440;-0,5528314;44,7108124
283301441;-0,551864;44,7092414
283301609;-0,5539453;44,7143851
283302009;-0,6192018;44,7423836
283302010;-0,6194172;44,742406
283302030;-0,6202263;44,7424909
283302135;-0,6206708;44,7280199
283302226;-0,6275093;44,7292793
283302231;-0,6381182;44,7306141
283302232;-0,6415136;44,7308207
283302235;-0,6471651;44,731279
283302252;-0,650106;44,7316278
283302254;-0,6499368;44,7314625
283302256;-0,6502223;44,7315521
283302391;-0,6654531;44,7323543
283302425;-0,6658156;44,732416
283302443;-0,6598595;44,731604
283303820;-0,6403474;44,7482455
283306630;-0,6052673;44,7313016
283307171;-0,5989988;44,7343816
283307193;-0,5985344;44,7349767
283308516;-0,6328404;44,772661
283309492;-0,6222759;44,7723042
283309579;-0,6229191;44,7723088
283309651;-0,6252644;44,7722941
283343346;-0,6160736;44,733639
283343854;-0,617498;44,7404192
283344037;-0,6182428;44,7439637
283344673;-0,6513675;44,7417003
283349696;-0,5877619;44,744637
283349725;-0,6409244;44,7485788
283349732;-0,6404637;44,7484444
283352690;-0,5722194;44,7564762
283352775;-0,5718207;44,7569785
283352776;-0,5698931;44,7582706
283352779;-0,5688984;44,7584582
283352780;-0,5686047;44,7584332
283352782;-0,5676295;44,7586928
283352783;-0,5670344;44,7588201
283352784;-0,5660776;44,7594381
283352792;-0,5629514;44,7601084
283352793;-0,5614994;44,7609936
283352795;-0,560301;44,7616618
283354134;-0,5501835;44,741204
283354147;-0,5528037;44,7321888
283354156;-0,5492738;44,7287546
283354159;-0,5500541;44,7266685
283354169;-0,5476672;44,7214834
283354175;-0,5460163;44,7179603
283354176;-0,5455811;44,717407
283354643;-0,5506494;44,7470952
283357065;-0,5490022;44,7276988
283357150;-0,546478;44,7190168
283422341;-0,5771548;44,8166461
283443527;-0,5321452;44,7309051
283444028;-0,5407036;44,7417156
283444257;-0,5372285;44,7373281
283455072;-0,5785331;44,7026975
283455194;-0,5431282;44,7160298
283455196;-0,5419556;44,7158206
283455201;-0,5427385;44,7135539
283455223;-0,5491855;44,7028973
283456331;-0,5493788;44,7146972
283456985;-0,6614486;44,7674028
283456986;-0,6615813;44,7673214
283456988;-0,6615692;44,7674144
283459239;-0,661483;44,7673068
283462815;-0,6361769;44,7857783
283464222;-0,6650039;44,7865695
283464233;-0,6647082;44,7864324
283464498;-0,6629143;44,7783494
283464507;-0,6631943;44,7782524
283465041;-0,6584124;44,7690096
283465042;-0,6586092;44,7690471
283466643;-0,6522868;44,760412
283466649;-0,6523849;44,760452
283467069;-0,6557865;44,7626977
283560573;-0,5834489;44,7577764
283560626;-0,5785214;44,7576515
283560628;-0,5747338;44,7575506
283560770;-0,5868279;44,7535229
283560937;-0,5848321;44,7531432
283560939;-0,5824082;44,7529931
283560940;-0,5816346;44,7533576
283560942;-0,5798888;44,7541988
283560945;-0,5773963;44,7547721
283560950;-0,5747034;44,7559483
283560953;-0,5730737;44,7561877
283561721;-0,5803541;44,7657015
283562877;-0,5825813;44,7598179
283562976;-0,5820745;44,7615756
283564183;-0,5800127;44,7670041
283566107;-0,5835945;44,7575943
283568420;-0,5847365;44,7573295
283574891;-0,5655134;44,7674782
283574895;-0,5655847;44,7661164
283574898;-0,5657214;44,7642738
283574900;-0,5657723;44,7640207
283574902;-0,5659432;44,7621009
283575031;-0,5651958;44,7687457
283575160;-0,5806919;44,7639031
283575456;-0,5658979;44,763404
283575474;-0,5761518;44,7576015
283575948;-0,579177;44,769058
283576142;-0,5819527;44,7618587
283576680;-0,5603287;44,7636616
283576855;-0,5656965;44,7666906
283576856;-0,5630831;44,76654
283578508;-0,5655134;44,765065
283578509;-0,5662505;44,7609194
283579585;-0,5661857;44,7771201
283581162;-0,6570748;44,7630819
283581327;-0,5453174;44,7730963
283581331;-0,5427436;44,7715702
283581335;-0,5412776;44,7711173
283581401;-0,5445482;44,7727323
283581407;-0,5517464;44,7756914
283581866;-0,540883;44,7714521
283581867;-0,5404401;44,7719051
283581871;-0,5386452;44,7729014
283581872;-0,5376716;44,7731449
283581873;-0,5369453;44,7733085
283581876;-0,5330327;44,7738971
283581877;-0,5319269;44,7739267
283581878;-0,5307982;44,7737601
283582162;-0,5396759;44,7729257
283582163;-0,5383175;44,7749929
283582169;-0,5395232;44,7782725
283582870;-0,6524139;44,7611564
283605615;-1,1410723;45,0677441
283605619;-1,1407695;45,0676384
283605819;-1,1409897;45,0677893
283620681;-0,5555266;44,7594531
283620790;-0,5527593;44,7651745
283620838;-0,5491266;44,7669533
283620848;-0,5490583;44,7671493
283620850;-0,5488298;44,7670993
283620947;-0,5459149;44,7691968
283621100;-0,5458991;44,7694666
283621103;-0,5456775;44,7693018
283621105;-0,5460244;44,7692493
283621163;-0,5457987;44,7699209
283621165;-0,5451607;44,7707966
283621367;-0,5435233;44,7697758
283621371;-0,5421506;44,7702354
283626297;-0,5801291;44,7576973
283626930;-0,5856579;44,7551726
283629002;-0,5816913;44,7576994
283629057;-0,580687;44,7577002
283631650;-0,5708758;44,7576183
283643246;-0,5571643;44,7607033
283647550;-0,5434715;44,7452658
283647634;-0,5332656;44,751955
283647758;-0,5434549;44,7515374
283648612;-0,5504722;44,7538381
283652217;-0,5407652;44,7418011
283652942;-0,5330129;44,7445305
283652957;-0,5314726;44,7498792
283653039;-0,5310858;44,7410949
283653042;-0,5329848;44,7441643
283653045;-0,5324832;44,7453118
283653046;-0,5320513;44,7458928
283653048;-0,5313767;44,7469097
283653050;-0,530955;44,7479794
283653052;-0,5310015;44,749268
283653057;-0,5308947;44,7513019
283653058;-0,5305647;44,7522196
283660278;-0,5491605;44,7284266
283663549;-0,5406861;44,717692
283688904;-0,6176123;44,7649026
283702596;-0,5932523;44,7826654
283848394;-0,6060816;44,7005522
283848395;-0,6049265;44,7183251
283848402;-0,6065717;44,7124478
283850364;-0,6103065;44,7103554
283854905;-0,6096453;44,7099678
283854911;-0,6205179;44,7146935
283857907;-0,6241175;44,719297
283857913;-0,6244859;44,7187954
283859174;-0,6225508;44,7207995
283862691;-0,6255406;44,7153662
283865906;-0,6199283;44,7146369
283865910;-0,6240447;44,7186886
283866935;-0,606382;44,7264749
283913847;-0,5397325;44,7133966
283918016;-0,5182091;44,7101231
283921098;-0,5178372;44,70956
284143179;-0,5171372;44,7980674
284143598;-0,5031359;44,8014871
284144143;-0,4764011;44,7799082
284144164;-0,4653577;44,7792204
284158540;-0,6308353;44,8085731
285313107;-0,6411156;44,7495079
285313169;-0,6450067;44,7458876
285313267;-0,6402123;44,7481066
285894784;-0,5866602;44,8435183
285915742;-0,6455915;44,8033979
285915876;-0,6476113;44,804239
285916955;-0,6463876;44,8023828
285920170;-0,6476761;44,8023579
285920195;-0,6487001;44,8024421
285921214;-0,6520382;44,8022426
285922783;-0,6547159;44,8013928
285925875;-0,6604597;44,8056398
285926366;-0,6591586;44,805359
285926545;-0,6557446;44,8050875
285934145;-0,6351805;44,8133868
285935735;-0,6287545;44,8132358
285936654;-0,6283667;44,8243152
285936943;-0,6252009;44,8208299
286204704;-0,6643455;44,7656532
286204711;-0,6646144;44,7655858
286204713;-0,6643865;44,7655155
286206010;-0,6656458;44,765471
286206034;-0,6703353;44,7668912
286207118;-0,6724666;44,765571
286207143;-0,6719;44,7673809
286214303;-0,6693112;44,7644777
286214389;-0,6698132;44,7666934
286222099;-0,6691844;44,7635357
286222103;-0,6677338;44,7651809
286224806;-0,6683642;44,7652217
286224813;-0,6684775;44,7652544
286224815;-0,6684728;44,7651726
286260354;-0,6583125;44,7718941
286260382;-0,6589576;44,768766
286260595;-0,6612207;44,7724725
286263470;-0,6619835;44,7728416
286263473;-0,6615206;44,7723188
286263474;-0,664082;44,7747888
286263483;-0,658521;44,7773863
286263487;-0,6609717;44,7760937
286263488;-0,6585982;44,7771548
286263489;-0,6582562;44,7770983
286263493;-0,6641379;44,7749137
286263494;-0,6641609;44,7750009
286263522;-0,6643524;44,7748858
286273987;-0,6498755;44,7813754
286273991;-0,6479744;44,7796365
286273995;-0,6497865;44,781425
286273997;-0,6494577;44,7810987
286274376;-0,6542392;44,779108
286274377;-0,6581908;44,7773403
286274379;-0,6514976;44,7805221
286275325;-0,6545304;44,7814678
286275327;-0,6559639;44,780818
286275329;-0,657491;44,7801399
286275331;-0,6599465;44,7790314
286275332;-0,6605896;44,7787603
286275334;-0,6525316;44,7798898
286275338;-0,6558816;44,7783706
286275784;-0,6626165;44,7781458
286277053;-0,6525306;44,7831962
286326725;-0,5423365;44,8408929
286326867;-0,5385108;44,841348
286326946;-0,5380449;44,8401225
286327392;-0,5374414;44,8385591
286327642;-0,5398617;44,8422247
286327718;-0,5408034;44,8423049
286327771;-0,5380509;44,8424461
286327865;-0,5373282;44,842556
286327875;-0,5381855;44,8404539
286328054;-0,533199;44,8431624
286328283;-0,5362476;44,8369325
286328789;-0,5334834;44,8365718
286328984;-0,5318727;44,8363904
286329071;-0,5303828;44,8320358
286329507;-0,5302759;44,8359318
286329536;-0,5301587;44,8354977
286329647;-0,5298437;44,8345262
286332646;-0,5297915;44,832286
286332730;-0,5294688;44,8323774
286334097;-0,5331766;44,8313751
286334173;-0,530193;44,8283638
286337465;-0,512801;44,8346714
286426912;-0,5117915;44,836394
286426943;-0,5109665;44,8375754
286427928;-0,5201629;44,8401378
286482439;-0,5124056;44,8431888
286483309;-0,5139789;44,8432306
286721098;-0,5486844;44,8052169
286746049;-0,5490146;44,8089751
286746604;-0,5490081;44,8086365
286747239;-0,5489907;44,808015
286760907;-0,5520485;44,8076559
286767977;-0,5490262;44,8093238
286768350;-0,5490546;44,8097945
286800442;-0,5387195;44,8066244
286800445;-0,5388617;44,8063515
286819685;-0,5545027;44,8077784
286819713;-0,5556117;44,8077592
286965100;-0,5396396;44,8202258
286965145;-0,5386575;44,8192021
287031939;-0,5988714;44,7323778
287032869;-0,6126451;44,7419434
287072514;-0,6630952;44,7799225
287072515;-0,6633319;44,7822186
287072557;-0,6778511;44,7815587
287072558;-0,6733573;44,7840278
287072559;-0,6775083;44,7817765
287072560;-0,6766499;44,7822351
287225144;-0,5723881;44,828009
287297837;-0,5365464;44,6870396
287303262;-0,5308945;44,6851637
287303374;-0,5338909;44,6863731
287323293;-0,5338003;44,6847617
287323305;-0,5323269;44,6856066
287390000;-0,5069094;44,682219
287394152;-0,481052;44,6885789
287410345;-0,531865;44,6795674
287410555;-0,5323573;44,6793807
287410599;-0,530565;44,6799677
287413939;-0,5239749;44,6821291
287424612;-0,6870956;44,7585205
287424714;-0,6866735;44,7584493
287425538;-0,6744466;44,7641292
288012810;-0,8324216;44,9351984
288012974;-0,8307253;44,9362635
288012986;-0,8294782;44,936798
288013594;-0,8522083;44,9489884
288016622;-0,8831416;44,876088
288033637;-0,7779253;44,8962463
288033817;-0,7732971;44,8957303
288034132;-0,7722984;44,8955712
288034215;-0,7742856;44,8958472
288036739;-0,7790186;44,8964535
288037582;-0,7574547;44,8974204
288038118;-0,7392928;44,8821853
288038538;-0,7377556;44,8831829
288038542;-0,740206;44,8839735
288038670;-0,739807;44,8831233
288098182;-0,6718168;44,8687972
288098289;-0,6730646;44,8703805
288098384;-0,6742095;44,8723553
288098407;-0,6718682;44,8691603
288098410;-0,6742667;44,8722813
288098451;-0,6770859;44,8759851
288098454;-0,6772146;44,877898
288098619;-0,6768682;44,8753642
288098648;-0,6769725;44,8780152
288098649;-0,6772563;44,8780624
288098801;-0,6828368;44,8765418
288098809;-0,6798945;44,8767683
288099019;-0,6852517;44,8737823
288099308;-0,6826797;44,8733674
288099310;-0,6814624;44,8728276
288099556;-0,6793116;44,8750662
288099687;-0,682127;44,8784189
288099689;-0,6839923;44,8794923
288099690;-0,6842899;44,8796667
288099692;-0,6860719;44,8810018
288099698;-0,6913728;44,8843886
288099741;-0,6917235;44,8847303
288099744;-0,6913827;44,8846699
288099863;-0,6967392;44,8872516
288099864;-0,6984137;44,8871303
288100016;-0,7023467;44,8819374
288101433;-0,6762028;44,8783152
288101439;-0,6727386;44,8808042
288101537;-0,6698774;44,8816161
288101540;-0,6691524;44,8827633
288101542;-0,6687514;44,8832113
288101544;-0,6669157;44,8838664
288101550;-0,6608028;44,884481
288101552;-0,6589245;44,8846846
288101625;-0,6515235;44,8808049
288101627;-0,6503535;44,8806228
288101662;-0,6488749;44,8803816
288101664;-0,6475635;44,8797508
288101665;-0,6465481;44,8792161
288101955;-0,6749991;44,8849309
288102103;-0,6789252;44,8818456
288102105;-0,6800967;44,8807586
288102196;-0,6803376;44,8805593
288102198;-0,6803181;44,8804242
288102201;-0,6804898;44,8805311
288102246;-0,6783519;44,8784327
288102332;-0,6822403;44,8810436
288102333;-0,6826796;44,8810453
288102334;-0,6834958;44,8810504
288102335;-0,6845495;44,8810579
288102336;-0,6850346;44,8810623
288102458;-0,701969;44,8742089
288103498;-0,6927909;44,8817194
288103630;-0,6883906;44,8820487
288103698;-0,690193;44,8819332
288103762;-0,6920538;44,8817828
288104135;-0,6935329;44,8741963
288106994;-0,6987218;44,8814335
288107442;-0,7036343;44,8822164
288107782;-0,7098391;44,8963312
